"gene_id","logFC","adj.P.Val"
"ENSG00000000003",-0.0642883625976346,0.948244942301184
"ENSG00000000419",-0.527430102758547,0.830416532854846
"ENSG00000000457",-0.460205444198351,0.522131044419746
"ENSG00000000460",-0.0791679703971086,0.883941029976384
"ENSG00000000938",0.449843068304801,0.7501114404201
"ENSG00000000971",0.104097953114561,0.955281454430313
"ENSG00000001036",-0.109154299763613,0.86690845855209
"ENSG00000001084",-0.0120289020221956,0.982666642170586
"ENSG00000001167",0.318623852888611,0.608255715203168
"ENSG00000001460",-0.035175306709911,0.94838114761097
"ENSG00000001461",0.0217246600383824,0.953498673025564
"ENSG00000001497",-0.32785627393188,0.603498291068193
"ENSG00000001561",0.0533037376282973,0.955953354490842
"ENSG00000001617",0.430386375908151,0.689044421905071
"ENSG00000001626",-0.249834135410981,0.839536753415537
"ENSG00000001629",0.257008685444567,0.728172305169317
"ENSG00000001630",-0.0218960815178847,0.983913168820682
"ENSG00000001631",-0.10959200639785,0.838744051885809
"ENSG00000002016",0.065718951133759,0.926570777107728
"ENSG00000002330",-0.186931755737171,0.740985903199081
"ENSG00000002549",-0.069602991928562,0.920551207479778
"ENSG00000002586",0.258357926977348,0.801932637498305
"ENSG00000002587",-0.0642101432348692,0.948663354812405
"ENSG00000002746",-0.30677251210689,0.60942359744994
"ENSG00000002822",0.166613752268934,0.777219952041009
"ENSG00000002834",0.227493432707922,0.608255715203168
"ENSG00000002919",-0.282280392256267,0.698532908803484
"ENSG00000002933",0.236985579697369,0.815720484312241
"ENSG00000003056",-0.428699722387139,0.522131044419746
"ENSG00000003096",0.121629388897587,0.918975428726271
"ENSG00000003137",0.500314938178028,0.653202474163919
"ENSG00000003147",-0.694153685254316,0.522131044419746
"ENSG00000003249",0.312427933934075,0.603498291068193
"ENSG00000003393",-0.38886160182359,0.567450756370199
"ENSG00000003400",0.424028751490595,0.61034885380572
"ENSG00000003402",0.298465581205302,0.62846860531338
"ENSG00000003436",0.121809524082961,0.819908789625889
"ENSG00000003509",-0.507992974753412,0.566299568346929
"ENSG00000003756",-0.0485189893329432,0.915199391708553
"ENSG00000003987",-0.224889146751125,0.658285563816089
"ENSG00000003989",0.820530510504991,0.591720607122262
"ENSG00000004059",-0.245080883696974,0.665097748597062
"ENSG00000004139",-0.214360868463028,0.667224884360227
"ENSG00000004142",-0.0396502994423026,0.932927721143754
"ENSG00000004399",0.0814288552130118,0.845582408761107
"ENSG00000004455",-0.00673706324101561,0.988530814179261
"ENSG00000004468",-0.253382164330477,0.789133591844558
"ENSG00000004478",0.265071340787713,0.744883463036235
"ENSG00000004487",-0.290206730699509,0.649199459999004
"ENSG00000004534",0.0778744220435526,0.859088517120548
"ENSG00000004660",-0.123882201402732,0.801663331717005
"ENSG00000004700",0.111405273502225,0.898163215117732
"ENSG00000004766",-0.291580408341032,0.609034073337633
"ENSG00000004776",0.022360305361507,0.987569584851678
"ENSG00000004777",0.0459114671130216,0.95431373832828
"ENSG00000004779",-0.279498945012221,0.691088034300565
"ENSG00000004799",-0.14389454773265,0.924409483683
"ENSG00000004809",-0.100094782366364,0.932840883379409
"ENSG00000004838",0.53766653457945,0.60942359744994
"ENSG00000004848",-0.207170543164219,0.927191081406358
"ENSG00000004864",-0.411182653161678,0.625248118501484
"ENSG00000004866",-0.298784709601877,0.608255715203168
