"gene_id","logFC","adj.P.Val"
"ENSG00000000003",0.144569498064985,0.739053375627953
"ENSG00000000419",-0.224749023700019,0.839638101293996
"ENSG00000000457",-0.724232871134417,0.0659866109884858
"ENSG00000000460",-0.388886619410958,0.385254992648476
"ENSG00000000938",1.03580468136163,0.0734885944489239
"ENSG00000000971",0.24121316064215,0.767800179648747
"ENSG00000001036",0.0854806447699418,0.777339868541022
"ENSG00000001084",0.104611006267529,0.722521143097883
"ENSG00000001167",0.0393860454067663,0.966122883529426
"ENSG00000001460",-0.240350025504437,0.412241728661635
"ENSG00000001461",0.139832654137049,0.534927867139854
"ENSG00000001497",-0.485680911802352,0.268645111032257
"ENSG00000001561",0.0590502155942571,0.947744660757275
"ENSG00000001617",0.887855905406067,0.113285330826527
"ENSG00000001626",-0.183260932856003,0.807425721769078
"ENSG00000001629",0.0664520670393007,0.93512580592935
"ENSG00000001630",-0.00459364915333336,0.992458645950921
"ENSG00000001631",-0.307568800810674,0.343946871727874
"ENSG00000002016",0.051647440819565,0.922294583792394
"ENSG00000002330",-0.171254517495837,0.738059526048957
"ENSG00000002549",0.0575283647498255,0.900553224146045
"ENSG00000002586",0.349951973095766,0.56928204987822
"ENSG00000002587",-0.0329435312732043,0.955064728727654
"ENSG00000002746",-0.576238232051544,0.123264664214963
"ENSG00000002822",0.407490382211475,0.294869797390427
"ENSG00000002834",0.420614875453698,0.0894142366580852
"ENSG00000002919",-0.123748861519874,0.770432664771309
"ENSG00000002933",0.542841187143016,0.405771477746611
"ENSG00000003056",-0.522518768028068,0.0533658347346161
"ENSG00000003096",0.225071906729613,0.685423117617517
"ENSG00000003137",0.290188614850821,0.718552986555737
"ENSG00000003147",-1.31522466205354,0.0396826525546139
"ENSG00000003249",0.324046358418612,0.188640082555196
"ENSG00000003393",-0.639171296162017,0.0822987002673671
"ENSG00000003400",0.702498194082934,0.232413707713092
"ENSG00000003402",0.520495851208342,0.131655433891127
"ENSG00000003436",0.0961716580620672,0.736672992882956
"ENSG00000003509",-0.874517335928656,0.0561173157474187
"ENSG00000003756",-0.168230361113173,0.47017388477249
"ENSG00000003987",-0.670166738290267,0.161771410310048
"ENSG00000003989",1.31514066358442,0.0872898033841669
"ENSG00000004059",-0.247631566514434,0.38667733822869
"ENSG00000004139",-0.327723084361091,0.18548394765015
"ENSG00000004142",0.0517375714993058,0.857230428471465
"ENSG00000004399",0.236389138207663,0.446348089162735
"ENSG00000004455",0.0905036261773086,0.716489575578219
"ENSG00000004468",0.00647767790950807,0.991993605365588
"ENSG00000004478",0.914090129890135,0.164605632780678
"ENSG00000004487",-0.477197315248715,0.0915022943991769
"ENSG00000004534",0.0798133981679194,0.770902186554638
"ENSG00000004660",-0.474269372425862,0.102498709462708
"ENSG00000004700",0.183564334196786,0.641347647487305
"ENSG00000004766",-0.488812943623695,0.161212252122457
"ENSG00000004776",0.56299529992565,0.236741285254808
"ENSG00000004777",0.132903076010749,0.774944710857772
"ENSG00000004779",-0.458974193225104,0.203985589725209
"ENSG00000004799",0.0153017704901158,0.984250081207671
"ENSG00000004809",-0.0664775295391479,0.930157959911448
"ENSG00000004838",0.897062669679085,0.0961682940974379
"ENSG00000004848",0.0483854793368008,0.968734053291391
"ENSG00000004864",-0.363743364734191,0.533661638864367
"ENSG00000004866",-0.543125492878126,0.205917108904313
"ENSG00000004897",-0.20367250879605,0.602396097910099
"ENSG00000004939",-0.135377059255363,0.939180402906026
"ENSG00000004961",-0.593619110916343,0.279332143592821
"ENSG00000004975",0.0221325424478781,0.955539969187576
"ENSG00000005007",0.3825779037088,0.16024962337196
"ENSG00000005020",-0.48141883856633,0.219551624042803
"ENSG00000005022",-0.283970874945461,0.593971413758398
"ENSG00000005059",1.18506305467468,0.18037856775289
"ENSG00000005075",0.191503134974713,0.608895433776937
"ENSG00000005100",-0.235831095980167,0.237093193538201
"ENSG00000005108",-0.275588426958422,0.445937036700577
"ENSG00000005156",-0.46895488819762,0.0517923098738528
"ENSG00000005175",-0.257128737601473,0.403945038322453
"ENSG00000005187",-0.505763712755405,0.432234184380214
"ENSG00000005189",-0.407124627980367,0.372100190402959
"ENSG00000005194",-0.342988607370249,0.277085927988612
"ENSG00000005206",0.147242084340975,0.696788281317243
"ENSG00000005238",0.3082300135864,0.354984170541347
"ENSG00000005243",0.826053270486812,0.0713026190572063
"ENSG00000005249",-0.415411250611685,0.21177799655279
"ENSG00000005302",0.00139471264060242,0.997509718356152
"ENSG00000005339",0.195030068696086,0.653511856012222
"ENSG00000005379",-0.191160811305881,0.672135945119324
"ENSG00000005381",-2.47724817102011,0.0486385668968342
"ENSG00000005436",0.0201001282665202,0.968388438987462
"ENSG00000005448",-0.782949096398468,0.042279705535251
"ENSG00000005469",-0.95804306475594,0.0754102270377859
"ENSG00000005471",0.745102165162062,0.460940370006444
"ENSG00000005483",0.0430886616299187,0.855280006235874
"ENSG00000005486",-0.0440124692949278,0.916824807673597
"ENSG00000005513",0.525719654915056,0.0860391998955559
"ENSG00000005700",-0.318049352371612,0.318001965683403
"ENSG00000005801",-0.439855604824333,0.210831303732848
"ENSG00000005810",-0.378152044831429,0.202486343414567
"ENSG00000005812",0.588422778309864,0.266651199311647
"ENSG00000005844",0.338008588700518,0.400446910958106
"ENSG00000005882",-0.113105283085361,0.713981098783781
"ENSG00000005884",-0.0561881076055566,0.887804503433142
"ENSG00000005889",0.512527211422703,0.104758404467119
"ENSG00000005893",-0.0837475728332098,0.911092311112112
"ENSG00000005961",-0.111838944795275,0.814661824519645
"ENSG00000005981",0.0703792040309246,0.885783381483745
