,bTS,mTS,wTS,rTS
6392_AT1,0.0007592389574216102,0.00025743587625535807,-0.0006580446979816373,3.64859659731132e-05
6390_AT1,0.0007592389574216102,0.00025743587625535807,-0.0006580446979816373,3.64859659731132e-05
6389_AT1,0.0007592389574216102,0.00025743587625535807,-0.0006580446979816373,3.64859659731132e-05
6821_AT1,0.1089644553032525,-6.257358372592117e-05,0.011606592262407817,-6.257358372592117e-05
6533_AT1,0.002223998764564936,0.00018802433160118522,-0.0021680225455953796,8.258068712210551e-05
8876_AT1,0.04195432347999684,0.00014437649970765914,0.13285100029918304,0.00014437649970765914
79178_AT1,0.02344756169150531,0.00011438373794159289,0.13277131730396216,0.00011438373794159289
6567_AT1,2.790513685497131e-05,1.7946244911681576e-05,0.00118230695403257,1.7946244911681576e-05
1890_AT1,0.0016051355292244565,0.0003650253527406992,-0.001605135529216654,0.00011718303255007241
9365_AT1,0.00020771680427373918,-0.00010612867436505121,0.001006655636801795,-0.00010612867436505121
9331_AT1,0.0014643324662657396,0.0010390883865026201,0.1320100641152798,0.0010390883865026201
55217_AT1,0.1414331273848766,0.00013296793813962285,0.019385114551086158,0.00013296793813962285
5315_AT1,-6.671936611896874e-08,-0.0012994511696756523,3.791924212718001e-08,-0.0012994511696756523
8611_AT1,-6.831949788482645e-08,-0.0014165473586195724,6.349917963816638e-08,-0.0014165473586195724
26063_AT1,0.0007534090983158311,-5.410168791471056e-05,0.00048331275316257805,-5.410168791471056e-05
1666_AT1,0.0013214713914057158,-8.940291534633785e-05,0.029929145216853352,-8.940291534633785e-05
5498_AT1,0.012218530709997176,0.000287578283229395,0.008555391899012981,0.000287578283229395
11181_AT1,-8.044385937374792e-08,-0.0012994511696756523,6.122889498680987e-08,-0.0012994511696756523
10901_AT1,-0.00023702079803284034,-5.383709136045082e-05,0.0003024743110037556,-5.383709136045082e-05
2053_AT1,-4.4028452232346915e-08,-0.001314241692338877,6.143051307888701e-08,-0.001314241692338877
4353_AT1,-6.166464635224378e-08,-0.0012994511696756523,2.8541043417775037e-08,-0.0012994511696756523
5625_AT1,0.005958076461095909,-9.352810561462436e-05,0.006340966493372005,-9.352810561462436e-05
9152_AT1,-6.008383086951004e-08,-0.0012994511696756523,4.7181105454009065e-08,-0.0012994511696756523
6578_AT1,0.0010983294267854868,0.00020427980371332877,1.6202653927512524e-05,0.00020427980371332877
6561_AT1,-6.020752240124654e-08,-0.0012994511696756523,6.234781429018437e-08,-0.0012994511696756523
9497_AT1,-0.0006409655115690591,0.00018326055320630407,0.003747340709148517,0.00018326055320630407
115584_AT1,0.0056399323687835725,0.0023106996176052376,-0.005611248135803617,0.002599809848955712
6916_AT1,-7.033606246525598e-08,-0.0012994511696756523,6.10784129703052e-08,-0.0012994511696756523
23761_AT1,0.1430050510832515,0.00015093938283115954,-0.0009069518673517382,0.0021721988907360064
142680_AT1,-3.824492840378432e-08,-0.0012994511696756523,5.56270315456115e-08,-0.0012994511696756523
7054_AT1,-5.945290333073257e-08,-0.0012994511696756523,6.118335031064938e-08,-0.0012994511696756523
9791_AT1,0.0779249312195725,0.0009617590906869386,0.006638946170503751,0.0009617590906869386
6534_AT1,0.0027315390564864746,4.97421157052472e-05,-0.000704495553060809,1.7091563111533486e-05
81490_AT1,0.0510614986652343,0.0010803092097483491,-0.0016395241412173371,0.0056933400300967505
3293_AT1,1.4309393683560836e-07,-0.0019719576230733684,4.847811144825097e-08,-0.0019719576230733684
1622_AT1,-0.0010100297420707113,0.00010342518316812828,0.0011340758542623347,0.00010342518316812828
225_AT1,0.10154683700969397,5.768845189652813e-05,0.09705240172893717,5.768845189652813e-05
7306_AT1,-7.19622788309872e-08,-0.0011072740755001394,1.048598716904151e-08,-0.0011072740755001394
10005_AT1,0.014372112617188768,2.881512080074983e-05,0.01168352586466111,2.881512080074983e-05
10965_AT1,0.0037447032981123693,-0.0003479147857123153,0.005460657982973341,-0.0003479147857123153
10020_AT1,0.004849471722841566,-0.0002766714778700314,0.07658914000097551,-0.0002766714778700314
