Knocked Genes,Knocked Count,Fitness
"189_AT1,622_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,100507855_AT1,10941_AT1",10,5.738947809293265
"189_AT1,622_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,100507855_AT1,10941_AT1",10,5.738947809293265
"189_AT1,622_AT1,1610_AT1,8528_AT2,26227_AT1,5168_AT1,375056_AT1,8781_AT1,100507855_AT1,10941_AT1",10,5.6834940614832465
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,100507855_AT1,10941_AT1",10,5.6208079788608485
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,100507855_AT1,10941_AT1",10,5.6208079788608485
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,100507855_AT1,10941_AT1",10,5.6208079788608485
"189_AT1,622_AT1,1610_AT1,178_AT3,26227_AT1,5168_AT1,375056_AT1,100507855_AT1,10941_AT1",9,5.617796021860314
"189_AT1,622_AT1,1610_AT1,178_AT3,26227_AT1,5168_AT1,375056_AT1,100507855_AT1,10941_AT1",9,5.617796021860314
"189_AT1,622_AT1,178_AT3,26227_AT1,5168_AT1,375056_AT1,100507855_AT1,10941_AT1",8,5.617796021859398
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
"189_AT1,622_AT1,1610_AT1,8528_AT2,178_AT3,26227_AT1,5168_AT1,375056_AT1,8781_AT1,10941_AT1",10,5.595270978984337
