"gene_id","logFC","adj.P.Val"
"ENSG00000007402",4.19228616062004,3.51151875653501e-27
"ENSG00000007516",5.46369973451734,7.96492761551808e-37
"ENSG00000007520",4.38057515167428,4.88699955808749e-39
"ENSG00000007541",5.63174386164278,1.62677464497705e-39
"ENSG00000007545",5.95776384228679,1.42894215188183e-43
"ENSG00000007908",-1.14861474137645,0.00487294139047651
"ENSG00000007923",5.32845024222057,2.18720468582211e-54
"ENSG00000007933",0.536810791277745,0.00113534020046931
"ENSG00000007944",3.66969591854246,1.38569796467553e-36
"ENSG00000008018",4.3275871059036,1.14257200692117e-36
"ENSG00000008056",6.85260093492349,6.62748694046307e-48
"ENSG00000008083",5.68991272106594,1.20012812406567e-51
"ENSG00000008086",6.75649991962123,2.42196625331058e-42
"ENSG00000008118",3.15391314600251,2.12615556937581e-24
"ENSG00000008128",4.65038978905303,1.16358071119985e-37
"ENSG00000008130",5.5943451537483,3.61631942805062e-46
"ENSG00000008226",2.10715622039009,5.83254447495159e-14
"ENSG00000008256",6.12397248096078,3.05602590796597e-55
"ENSG00000008277",6.34012025267298,1.27022097009486e-45
"ENSG00000008282",0.171931735433489,0.598263975085232
"ENSG00000008283",4.59901292839982,4.6298526981411e-35
"ENSG00000008294",7.6833888812213,4.90122070909636e-55
"ENSG00000008300",6.95883552891728,5.27942469989525e-45
"ENSG00000008311",4.76465555322289,9.01640359012153e-33
"ENSG00000008324",-1.12316104718492,0.00439432924782796
"ENSG00000008382",2.99888301119649,1.17533279664438e-23
"ENSG00000008394",3.8248638151573,4.23245481037986e-27
"ENSG00000008405",3.83232488888404,2.11185055614996e-31
"ENSG00000008441",8.41532298849272,1.82769775279071e-62
"ENSG00000008513",5.55585398787396,1.2777213095726e-49
"ENSG00000008516",0.187023694810482,0.551712645083919
"ENSG00000008517",1.31731212936429,1.24946954876788e-05
"ENSG00000008710",9.73624464490334,7.77245505523342e-52
"ENSG00000008735",7.69026118209723,2.33771494191967e-51
"ENSG00000008838",5.72289426985815,4.7964459124117e-51
"ENSG00000008853",5.84385935545274,1.12860702840503e-40
"ENSG00000008869",4.78435428916207,1.75241932332414e-35
"ENSG00000008952",6.38083742383966,3.94647282755019e-48
"ENSG00000008988",4.35683661912412,1.07097013802615e-41
"ENSG00000009307",7.38187582087106,2.56578487662528e-53
"ENSG00000009335",5.61816658131533,7.81306545652336e-46
"ENSG00000009413",6.54733685370478,2.77565317713832e-46
"ENSG00000009694",4.17379946737337,6.3951115120766e-31
"ENSG00000009709",0.306450131488803,0.0754283022246385
"ENSG00000009724",-0.842137039702095,0.0285941744976235
"ENSG00000009780",1.39253391661583,1.35619776559534e-09
"ENSG00000009790",1.20750112896985,3.55743034452093e-09
"ENSG00000009830",4.33313951007462,1.34605853488924e-40
"ENSG00000009844",3.45556411656445,2.3009041430523e-20
"ENSG00000009950",4.9724589063179,8.45691680175591e-38
"ENSG00000009954",6.63961615714143,2.26178577509277e-55
"ENSG00000010017",5.12774523567908,1.08667544315157e-46
"ENSG00000010072",2.34098552626919,5.69741154126428e-22
"ENSG00000010165",4.12079144186008,1.55356251979126e-42
"ENSG00000010219",2.63611656836829,6.17220871041844e-31
"ENSG00000010244",5.2833545622461,2.46100762424967e-40
"ENSG00000010256",5.48587506338454,1.11346001719035e-42
"ENSG00000010270",3.30751649181704,4.81510084574463e-28
"ENSG00000010278",3.96499671880445,1.06151168683954e-31
"ENSG00000010282",5.38431678184402,4.81770553181554e-39
"ENSG00000010292",4.61739878024664,1.82059329529978e-45
"ENSG00000010295",4.96547572118366,3.24472978013181e-40
"ENSG00000010310",1.86650156679715,1.52280341701394e-12
"ENSG00000010318",2.21868239905505,4.02162090647257e-25
"ENSG00000010319",3.26733765010407,6.57777842250403e-23
"ENSG00000010322",8.23355771248137,6.71528235613535e-51
"ENSG00000010327",6.021526433676,8.0094882832139e-32
"ENSG00000010361",3.91820918558188,3.56103284416749e-41
"ENSG00000010379",3.68955049654652,1.30524018180518e-22
"ENSG00000010404",8.98982161560573,4.75931106206037e-58
"ENSG00000010539",2.79049214558166,9.63656410864811e-30
"ENSG00000010610",2.9795374734919,5.39870553914471e-26
"ENSG00000010626",3.17653431234239,9.9091392781981e-37
"ENSG00000010671",-0.944225533799987,0.00107970540970864
"ENSG00000010803",4.88800709750333,9.0360670339367e-48
"ENSG00000010810",6.73425176382996,5.61774942045173e-52
"ENSG00000010818",7.72908883944046,3.20013805574496e-55
"ENSG00000011007",4.94159530311975,4.9479096744681e-51
"ENSG00000011009",3.80930904157243,5.33655307885515e-41
"ENSG00000011021",6.23029893689347,1.11935474244903e-59
"ENSG00000011028",4.03276482584964,1.02208668206917e-25
"ENSG00000011052",1.05357209646587,0.00523465779512949
"ENSG00000011083",4.32619111975796,1.54067582880727e-30
"ENSG00000011105",5.28537267011074,3.54213106888466e-48
"ENSG00000011114",3.49016832749682,1.53170426644912e-32
"ENSG00000011132",4.39497695045931,8.30271238235578e-39
"ENSG00000011143",2.37769052345795,2.91916168075376e-22
"ENSG00000011198",3.84986874957799,3.19281649009685e-34
"ENSG00000011201",3.54338726796658,8.6828589280404e-24
"ENSG00000011243",5.96703210839216,1.51401240736669e-48
"ENSG00000011258",4.17846758187396,5.27128967255283e-35
"ENSG00000011260",3.79936985513844,1.07215770110462e-41
"ENSG00000011275",6.10289479533377,5.65827759438027e-53
"ENSG00000011295",5.1312901430641,4.73927145820441e-46
"ENSG00000011304",5.81924677058284,1.06297400991622e-43
"ENSG00000011332",4.63662460622494,2.17827287945687e-44
"ENSG00000011347",7.73078021588682,6.55822092230284e-51
"ENSG00000011376",4.98164656904966,5.53942934270247e-50
"ENSG00000011405",6.05420470120643,3.24133636098773e-42
"ENSG00000011422",2.99852743913819,7.13689682474857e-26
"ENSG00000011426",5.82094038701847,5.91205683750563e-32
"ENSG00000011451",6.28050971516456,6.92148655523391e-41
"ENSG00000011454",6.37028017490326,3.03531006964276e-49
"ENSG00000011465",4.04316283268631,1.28248693832791e-25
"ENSG00000011478",2.23774684549184,4.55018134413095e-22
"ENSG00000011485",5.37087536332601,2.74047569885096e-52
"ENSG00000011523",5.33428367928323,2.44027293333281e-48
"ENSG00000011566",5.04995618814005,6.18686113204919e-47
"ENSG00000011600",1.60540299659659,1.73512658461067e-11
"ENSG00000011638",0.46424362150522,0.000503650453644162
"ENSG00000011677",2.2908823891323,2.10730956968976e-15
"ENSG00000012048",3.72337007963144,3.26235258646934e-37
"ENSG00000012061",4.86631141270063,4.9759876893767e-51
"ENSG00000012124",5.00665812201016,8.60303430215987e-26
"ENSG00000012171",6.52515185952042,1.03739307930164e-37
"ENSG00000012174",3.13842177126751,3.04645495506058e-29
"ENSG00000012211",2.07726395605647,6.28877747434914e-17
"ENSG00000012223",0.790968363346124,0.0162572676281996
"ENSG00000012232",6.61968697604125,4.63120251168875e-56
"ENSG00000012660",5.27642352814434,3.22164187049625e-31
"ENSG00000012779",0.542511750770463,0.0242489180523602
"ENSG00000012817",1.77363201054583,0.0194782730309461
"ENSG00000012822",6.72198652277078,1.36115044318891e-51
"ENSG00000012963",4.14339386766558,3.68452333144489e-38
"ENSG00000012983",3.08853809503303,4.21694057490551e-27
"ENSG00000013016",6.23191628408206,5.39033059158192e-51
"ENSG00000013275",3.2939338456305,4.94099375117261e-36
"ENSG00000013288",5.91643386254568,5.75049908559642e-55
"ENSG00000013293",4.86329780160044,5.41910577822403e-38
"ENSG00000013297",3.60662434605503,1.18709592272915e-21
"ENSG00000013306",5.21021119738705,1.64283120566737e-47
"ENSG00000013364",5.31926186913734,1.21590554922037e-39
"ENSG00000013374",3.48202748712928,3.60321327585131e-31
"ENSG00000013375",4.0615981810632,9.63822519183797e-29
"ENSG00000013392",2.64452545765305,2.22457438455858e-27
"ENSG00000013441",6.47585639224629,1.68294591235371e-40
"ENSG00000013503",2.6465242196715,5.31054885913213e-25
"ENSG00000013523",1.77859384269542,3.94322432963628e-13
"ENSG00000013561",4.55545167327005,5.39481576836651e-44
"ENSG00000013563",3.13649647740856,7.50646347003191e-29
"ENSG00000013573",4.71768857172532,8.26589942589205e-36
"ENSG00000013583",2.70254496286109,1.67867640239363e-28
"ENSG00000013619",1.11732059936112,4.88259636937485e-06
"ENSG00000013725",1.70915944371939,2.1667904250711e-13
"ENSG00000013810",3.77012655280889,9.62447495390127e-36
"ENSG00000014123",3.49104804236733,1.60785410695235e-22
"ENSG00000014138",2.52879837239936,1.08676430015532e-23
"ENSG00000014164",4.35890943661511,3.35955820331648e-42
"ENSG00000014216",5.02281421835683,1.39694590141591e-41
"ENSG00000014257",-0.0048520519000838,0.98451307300377
"ENSG00000014641",5.10341876537426,6.16725914761663e-29
"ENSG00000014824",4.91759808217085,6.4385996907882e-36
"ENSG00000014914",3.20247056579774,1.70755260921995e-29
"ENSG00000014919",3.22530782181602,1.03106404697104e-27
"ENSG00000015133",3.95565527507304,4.64830293717259e-31
"ENSG00000015153",4.7964579145651,7.39394035478563e-45
"ENSG00000015171",6.1719184244148,6.37587920029584e-49
"ENSG00000015285",1.74585262071954,1.22492420734721e-14
"ENSG00000015475",3.90174109834372,2.57144920512974e-34
"ENSG00000015479",7.41734483217413,1.81544921827812e-51
"ENSG00000015520",1.24535888218589,0.0029030548786825
"ENSG00000015532",4.70740258374111,3.65670796692811e-49
"ENSG00000015568",6.8777736637297,1.23613809323029e-48
"ENSG00000015592",5.51644865170991,3.32856935718157e-33
"ENSG00000015676",7.23327626054412,2.02656332125515e-53
"ENSG00000016391",5.69370845864309,3.99586904753475e-35
"ENSG00000016402",0.186279442504936,0.620194585258326
"ENSG00000016602",1.59810418649204,2.93953424620907e-08
"ENSG00000016864",3.4377869750167,1.02483946634036e-37
"ENSG00000017260",5.58907532090023,1.00587183211331e-38
"ENSG00000017483",3.01478429645347,4.14906625700527e-18
"ENSG00000017797",6.26309872219246,1.84624884613835e-54
"ENSG00000018189",6.67660713081901,7.70078061337539e-56
"ENSG00000018236",6.88882153057034,4.95868285206823e-48
"ENSG00000018280",4.24485265791958,3.64739507007685e-25
"ENSG00000018408",4.8345411750552,2.64944670142865e-30
"ENSG00000018510",0.309690771573479,0.298525328665919
"ENSG00000018610",2.51978120077162,1.65801657418524e-22
"ENSG00000018625",10.3819761328741,4.38643057428507e-47
"ENSG00000018699",2.57194120863119,1.05775620100893e-24
"ENSG00000018869",1.57392899633839,1.60712062452441e-12
"ENSG00000019102",1.16102194874264,1.53811828450696e-05
"ENSG00000019144",7.99810820838886,4.64730689316506e-48
"ENSG00000019485",5.00972522268457,5.70835168938059e-47
"ENSG00000019505",6.04917975885333,1.25473763163076e-42
"ENSG00000019549",-0.686640081602985,0.00501558764739962
"ENSG00000019582",2.29423564770625,2.18256972472321e-08
"ENSG00000019991",2.777147993845,3.5327789149316e-15
"ENSG00000019995",5.45952110800134,1.72786252014841e-44
"ENSG00000020129",9.02310301688873,6.43575241818778e-54
"ENSG00000020181",5.14670699470235,1.04332629735248e-37
"ENSG00000020256",3.75249328395425,1.50604687540966e-45
"ENSG00000020426",3.49459203520402,7.73128689382831e-34
"ENSG00000020577",7.49047509253493,1.53417951270644e-39
"ENSG00000020633",-0.98559870734658,0.00443580326420899
"ENSG00000020922",2.11332884377287,1.33838771108164e-12
"ENSG00000021300",8.63754060419569,1.54319350879763e-48
"ENSG00000021355",2.95569947671975,5.30998991136807e-27
"ENSG00000021461",0.230885929966255,0.410280849897732
"ENSG00000021488",1.14668190567569,3.00782636275247e-09
"ENSG00000021574",4.01820049993862,6.34262824189594e-41
"ENSG00000021645",4.85552430951586,1.46544388896125e-38
"ENSG00000021762",5.48087904597523,2.61959978904909e-46
"ENSG00000021776",5.09212492497594,7.05878887261165e-36
"ENSG00000021826",2.76759625297749,7.62134934614968e-28
"ENSG00000022267",5.77280696875606,3.62568688892887e-42
"ENSG00000022277",4.8743110852742,5.83635818603982e-45
"ENSG00000022355",5.31146191904521,4.4812727044037e-27
"ENSG00000022556",0.228614624552198,0.23232722957419
"ENSG00000022567",6.45523057415442,9.15538139593082e-53
"ENSG00000022840",6.53286836599455,1.21216816089524e-57
"ENSG00000022976",2.79709097781332,8.01845470846651e-26
"ENSG00000023041",3.55624464738842,9.34625510065936e-36
"ENSG00000023171",7.19972417550697,6.87137853692374e-57
"ENSG00000023191",5.04458988694192,2.04587197113128e-47
"ENSG00000023228",5.85676875456133,1.74798530350379e-48
"ENSG00000023287",6.79537696533496,2.1569055502482e-53
"ENSG00000023318",3.87904488866523,2.83443035339242e-35
"ENSG00000023330",4.35139346239984,4.49137053377016e-42
"ENSG00000023445",1.57823504972488,9.28399335563119e-13
"ENSG00000023516",7.21245979252863,6.16889795593562e-46
"ENSG00000023572",3.20684161120541,1.96404936987756e-34
"ENSG00000023608",2.37618018980742,2.84199952793779e-33
"ENSG00000023697",1.9812357535472,2.21736695689266e-16
"ENSG00000023734",4.79097439469669,1.74193328258424e-38
"ENSG00000023839",1.00696808284456,1.41355210291044e-08
"ENSG00000023892",2.1062298676772,1.23437481830276e-20
"ENSG00000023902",5.34289496230658,3.40796222545787e-47
"ENSG00000023909",3.77705081533212,3.95642496231775e-31
"ENSG00000024048",2.6696474587877,2.17398850073321e-14
"ENSG00000024422",5.1350747650477,5.82542366843414e-39
"ENSG00000024526",0.297515300452266,0.2610873372643
"ENSG00000025039",5.32164907549249,6.44721627505885e-47
"ENSG00000025156",2.8013528161158,1.86784021361665e-23
"ENSG00000025293",5.53267424169609,7.18885153156908e-51
"ENSG00000025423",2.19914709135506,1.15889048803467e-15
"ENSG00000025434",3.1108873049814,8.78002070915836e-36
"ENSG00000025708",3.17566138733438,1.30192247617196e-17
"ENSG00000025770",5.36952212531327,1.01882995019086e-44
"ENSG00000025772",3.52480892312778,5.08193888159432e-33
"ENSG00000025796",4.92945787458126,4.00620549911105e-42
"ENSG00000025800",5.95480401205019,1.81781682230709e-47
"ENSG00000026025",7.74616551759037,4.68003987394585e-39
"ENSG00000026036",5.12568157305793,4.31695274084278e-38
"ENSG00000026103",2.45879481673419,5.62478720804149e-20
"ENSG00000026297",4.57690429719037,3.45808854013889e-40
"ENSG00000026508",3.11323715585028,2.51312838500264e-16
"ENSG00000026559",2.98448305100754,8.28474437610994e-25
"ENSG00000026652",5.99470614345793,5.31145466271579e-47
"ENSG00000026751",-0.661824136914677,0.00346263124543151
"ENSG00000026950",3.08884054534895,5.18341111596436e-31
"ENSG00000027001",2.55129266031845,1.63870026433943e-29
"ENSG00000027075",3.08719617747566,1.01183068950255e-23
"ENSG00000027644",1.15922318633943,0.00130812393839796
"ENSG00000027697",2.96921610565681,1.3737560811537e-23
"ENSG00000027847",3.71711743442467,6.69596037919246e-40
"ENSG00000028116",3.77663963444668,1.00219131812947e-24
"ENSG00000028137",4.69262128432308,3.3849978589377e-28
"ENSG00000028203",5.26917351094479,4.61333301370866e-44
"ENSG00000028277",3.40449940961705,1.70171007908081e-33
"ENSG00000028310",5.63462066286941,4.79688997839416e-51
"ENSG00000028528",6.47935987198278,3.50134988254513e-53
"ENSG00000028839",3.03565558906276,1.98894456242155e-23
"ENSG00000029153",3.50191359482266,2.86689383287817e-28
"ENSG00000029363",5.94220827636471,1.91794005036248e-42
"ENSG00000029364",4.78556596513244,9.63569819335995e-37
"ENSG00000029534",5.99284370898202,1.19124410457213e-39
"ENSG00000029639",2.25399635588655,1.04976199562885e-26
"ENSG00000029725",6.40419482521358,1.19220379334856e-50
"ENSG00000029993",2.26871580663521,3.5761345475436e-15
"ENSG00000030066",4.45138450062842,2.50346971211881e-42
"ENSG00000030110",3.33361651134232,4.11234942245532e-41
"ENSG00000030304",-1.08866281959566,0.00547505048483159
"ENSG00000030419",4.01289444838205,1.49468353578197e-33
"ENSG00000030582",5.07069254664147,7.62553297624688e-46
"ENSG00000031003",5.66792477760296,7.38204093352541e-41
"ENSG00000031081",6.19266737730753,2.43940807852299e-33
"ENSG00000031691",0.0959365229642584,0.663614782416127
"ENSG00000031698",5.59742803026592,5.88495057514677e-43
"ENSG00000031823",5.97588154709983,3.81288490689141e-51
"ENSG00000032219",5.19125176221607,2.97970473332332e-47
"ENSG00000032389",3.56744199067651,1.76037392458248e-36
"ENSG00000032444",6.24879182126704,6.17722195716601e-44
"ENSG00000032742",1.957024334124,1.47420181411375e-16
"ENSG00000033011",2.83479677503277,1.42121976852497e-32
"ENSG00000033030",4.38302036359357,4.53872131623489e-45
"ENSG00000033050",4.85338642683012,2.68446643889452e-46
"ENSG00000033100",5.40467311801256,8.46330935721641e-52
"ENSG00000033122",4.89969533233761,2.40060623899961e-30
"ENSG00000033170",5.81586870292883,1.54856138814522e-50
"ENSG00000033178",4.64537717560253,1.61002660962385e-33
"ENSG00000033327",6.84801923569348,1.01583127204925e-43
"ENSG00000033627",6.49559710453255,2.12930362685605e-54
"ENSG00000033800",3.37733182214287,1.61370754056858e-32
"ENSG00000033867",5.32300423395127,9.12641826748643e-40
"ENSG00000034053",5.51205738221235,3.83674326298057e-41
"ENSG00000034152",4.24610398421049,3.74901260123637e-37
"ENSG00000034239",0.811520479350105,3.68581230815089e-05
"ENSG00000034510",5.94751001106069,1.53064945444133e-43
"ENSG00000034533",0.166723070566247,0.663918882772539
"ENSG00000034677",5.66718438981317,1.8081835237999e-46
"ENSG00000034693",2.90775580039626,1.00476590841904e-28
"ENSG00000034713",4.87246691540408,2.63995243034724e-45
"ENSG00000035115",5.05451967408218,1.07217032798308e-47
"ENSG00000035141",2.4404481294359,1.12521474435152e-31
"ENSG00000035403",4.71286371556196,1.06062461602276e-36
"ENSG00000035499",0.365473893765834,0.0703110764884298
"ENSG00000035664",3.95119585846071,1.40451529968847e-36
"ENSG00000035681",4.00851145714378,2.20104942183445e-30
"ENSG00000035687",4.26169392887848,9.45701354348085e-39
"ENSG00000035862",6.69038863145593,6.01559832157153e-48
"ENSG00000035928",4.93890721903276,1.77888688558549e-47
"ENSG00000036054",3.69410359258289,5.83155205356826e-30
"ENSG00000036257",5.03541901883372,2.35764880279881e-40
"ENSG00000036448",2.77565773092015,2.40587594409177e-25
"ENSG00000036530",6.05490067513291,4.11504683482665e-51
"ENSG00000036549",5.53608461120721,3.95777648229266e-47
"ENSG00000036672",4.63832939058909,6.49621884552015e-46
"ENSG00000037042",5.34069369153531,1.50333737370331e-48
"ENSG00000037241",1.24726219519211,8.90330589347808e-10
