"","E_4920_OL_RNA_S1","E_5273_OL_RNA_S75","E_5618_OL_RNA_S62","E_5107_OL_RNA_S98","E_5333_OL_RNA_S25","E_5337_OL_RNA_S12","E_5419_OL_RNA_S14","E_5454_OL_RNA_S21","E_5537_OL_RNA_S76","E_5585_OL_RNA_S6","E_5020_OL_RNA_S79","E_4988_OL_RNA_S16","E_5113_OL_RNA_S23","E_4934_OL_RNA_S40","E_5047_OL_RNA_S43","E_5082_OL_RNA_S80","E_5184_OL_RNA_S46","E_5240_OL_RNA_S73","E_5000_OL_RNA_S58","C_5628_OL_RNA_S44","C_5114_OL_RNA_S69","C_4942_OL_RNA_S90","C_4954_OL_RNA_S28","C_5709_OL_RNA_S18","C_5070_OL_RNA_S60","C_4870_OL_RNA_S68","C_5248_OL_RNA_S82"
"ENSG00000083444",4.86861075678691,4.4460073207538,4.82869920504798,7.14235136887218,6.59694063705877,5.87394074874419,6.38410771946089,5.50636364743244,5.5674668584159,5.69369494656494,5.82065376452662,6.84426199279978,5.07239664390049,5.53261536544312,6.18898035955157,6.12721857561643,7.49297566398561,7.48511663994716,5.67010656569324,4.69185857402275,4.85329662447721,4.72494315225952,5.45699710423619,4.89849980707293,4.87079390753149,4.68440535506457,4.41538931652531
"ENSG00000085465",3.27637909400701,2.87157086383472,3.17352558184903,1.14644585162725,1.34569042192551,2.23734682881253,0.73390915070831,2.39338146910151,2.40903899981531,2.48860221958954,1.02854833410251,2.10166591218503,2.567122148518,1.66738641954716,0.596575147720013,2.44441529241308,-0.333876076223725,2.4530273690681,1.17085367726861,3.60773364701709,2.72652130165318,3.89882581097953,2.81405096301092,2.75478058620062,4.04945267901436,3.81330371955534,2.500606820194
"ENSG00000089169",7.86779641615119,7.14695902442667,7.00967627645522,5.45842984546895,3.75992014626343,6.39457079422048,5.60773036281245,6.07431023460706,6.68421234543213,5.35343397270157,5.49629755906034,5.09164981525148,6.29168920844567,8.63228038574795,6.36439110595961,7.21135986906388,5.38304465725555,5.75261660592711,5.69779980327244,8.51087787600665,7.50392849408276,8.33628695189408,7.19354750570803,6.90041148905218,7.42945811046449,7.86915488376351,8.42904676456206
"ENSG00000089199",6.07761135911099,5.84660410541257,5.78244231366957,3.8415961321167,2.54365447232058,4.34764652641652,4.14941122051043,3.74427888579699,5.2855550176174,3.66143003871972,3.97592649686444,4.21566532329345,5.26145004039741,6.20512484746617,4.90778844056463,5.706404584818,3.00771879945095,2.93051376907221,3.67726566505108,6.70142257162721,5.3509949512072,6.17258938638386,6.24891216839821,5.12540628670366,5.21234835939784,6.01095511173506,7.16178659792395
"ENSG00000090776",2.66117550958761,2.68128294786198,2.90921241031359,5.41084747449008,3.89466965319413,4.1639059700808,4.35020549066095,3.76002175149985,3.65882828258388,3.76352774060864,4.39098993643906,4.4006598284879,2.8573546632141,4.43097891365531,4.98394786913058,4.33532163673511,5.22283255222755,5.29255079474045,4.418339367084,2.88429778254024,2.60633176550201,3.00788969222386,3.13316869002022,3.05515330915263,2.93250095541987,2.29423231879374,2.62642385061508
"ENSG00000092094",4.02125068105263,4.49759853256766,4.23817874788373,2.51578956073855,3.46854145512404,3.09233036005448,2.5795547988803,3.65163581688258,3.86591308906709,3.39998864142067,3.54940938347748,3.37658468820522,3.97098070830284,4.07439348206987,3.40978782413001,3.74778309454042,2.64451287252328,3.32035473304483,3.91448368397266,5.07931715936588,4.39851555983953,5.23659087676476,3.99878559299697,4.43857307778406,4.64283190840064,4.83511682779087,4.67198986071251
"ENSG00000096696",4.10318034437197,4.13332320954436,3.36878890629009,7.37549934059438,4.11548700319863,6.38537592718833,5.31049657285058,5.12513227653107,5.09908425653928,4.88794081779381,4.56600959831379,5.58944067558114,6.19032855605426,5.88749756861452,4.34816729949934,4.22970760865639,6.02564694067047,5.31438907801772,6.73543811582737,2.55658538885484,3.74695526584933,4.21781848590832,3.44844065892326,4.60177317051219,3.53868111862949,2.07124616251817,5.12434351210238
"ENSG00000100678",4.2728262155545,3.52959389926641,3.68605428817618,0.12277320741448,1.40393402715794,1.87253952001558,2.31637995830083,3.28449027164007,2.98078557524023,2.10554269072943,1.39993609015262,1.82567608550249,3.0663582071509,3.13940866249476,1.43214634941367,1.38650147796871,-1.06536566123761,0.641734318786088,1.66380077627445,3.60723043050218,3.90112679227307,2.69729139835362,3.24538774702964,3.52855754665441,3.73436632800951,4.17160769976126,4.09888660677753
"ENSG00000100968",2.81111985923769,2.23650994916572,2.86170355032772,4.28709062530034,3.19210326205853,3.94843960930375,3.77630911642929,4.37875018667289,3.77384586553885,3.92714527569553,4.21839941319386,3.44526235321545,3.07748184706322,4.71876866393727,5.17163825993196,3.9589872754976,3.72733991689769,3.66855045787487,3.92710119876627,2.80257653943565,2.44480451140544,3.35132575497956,2.69332591396263,3.49051811448054,2.73421370688588,1.24396989384851,2.21066190358195
"ENSG00000102290",5.83819493795074,5.55679067513578,5.88379839730412,4.04673579602235,3.30060194357959,4.72299529827542,4.56463181225337,4.66732553845241,5.15778769102066,4.17528822297728,3.97868254834368,4.60047462829748,5.3561697323487,4.53508914267483,3.11647627597988,4.3479780391157,4.27184271054741,4.15063627694609,4.6561182940484,6.03456705613377,6.00563523482466,5.26950850090557,5.67429251379589,5.58328691280642,5.42748109527533,5.70936691659489,6.5222245915388
"ENSG00000102678",4.03084584745433,3.6021852299834,3.7752553308989,1.03421311712295,-0.0552975992208192,3.19397564622709,1.19653824768453,3.27855870119666,3.31917856215299,2.8013584319484,2.84673715567694,2.74890948254277,2.71732767808772,3.40309095074849,3.06265753514682,3.36741066691188,2.19782291859711,2.04934489834461,1.971723721236,3.71483969459008,3.52223255899183,4.12284932983361,3.18618484532627,3.97843581003993,4.13397105033804,4.17307085090266,4.65256444679772
"ENSG00000102755",5.42826734918436,5.75336123252449,6.22485060252126,6.84775332625832,6.70679615403725,5.90045908063632,7.10920545667883,7.70774846569256,6.17754252689176,7.64357690817873,7.26313713148247,7.40116829193582,7.52513988572314,4.99317817623982,7.11610438125432,7.80554105536772,8.50299119178604,8.11070257698836,8.43851963794024,4.42178439983466,6.42929386685933,5.07248087956622,6.13934146503867,5.85252844423992,6.20470777050457,4.6520570588818,5.16898202856553
"ENSG00000103257",6.47530270092953,6.45882702843113,6.41444662334818,9.27944144294955,8.72390524186436,7.69143339880068,8.43961491084781,8.55450608890548,7.08316764748668,8.07381954315173,7.48848487172787,8.32595462480494,6.8760330272764,6.23757413860581,7.96406010685183,7.19552120794931,9.48045326004397,9.35421179752278,8.30386441554922,5.8233633499817,6.42064010637308,6.52828106846264,7.46791995043574,6.33907324791715,6.46228039294228,6.74763358507771,6.36007325747182
"ENSG00000104361",6.0837126294444,5.11259791036777,5.58177776390571,2.72547546143462,1.70189814709455,3.89652985598484,2.14576310055107,3.6979329364228,4.74144306945602,4.02066427632939,4.17736050063419,4.45277366614019,5.45167145667342,4.9312098778023,3.61742880028828,5.41736455546624,4.36847279260602,2.95253166788924,3.62021493558201,5.39470535406934,5.39248871222478,5.44751773353638,5.62682018949112,5.21577225713005,5.3875985172663,5.93974676563875,5.85904795401656
"ENSG00000104518",1.83413741620172,1.91865389711244,2.1251473881938,4.55605232533255,3.38982356571814,3.58902953443252,2.78289483562349,3.07678615185303,2.14925398098294,2.95867314204491,3.17598370840306,2.45338313517469,3.03739850115586,3.41634528991068,4.11107635686344,3.4541859925832,3.53272719790775,3.44256239024762,3.91921330263976,2.05563295618274,2.3557155817555,1.70518723897661,2.44551833569171,1.35390145015273,2.20471747367782,0.662259926101699,2.31512749541572
"ENSG00000105137",1.89928116898461,2.60365510971334,2.64321923670412,5.29884579427447,4.12609062135957,2.90955497531236,3.94860648567494,3.92967346166578,3.44384904622087,4.34250620922783,4.48145482912191,3.39339509288914,3.29476079948312,3.73497158270358,3.76165325106738,2.98224037518578,4.71993435024461,4.3804273969512,4.0338835882361,2.36387276912764,2.51112721284704,1.91783320563389,2.73601927174271,2.6294403426305,1.76207073971821,2.04968562655655,1.10188015689138
"ENSG00000105227",2.72859269026499,3.14624422288012,2.93579957965358,5.64529558876258,5.19825006176133,3.21519839134661,5.64933654037429,3.94424751696202,3.59230426940031,4.91420855801414,4.67797280354454,5.29875653012571,4.18929331743297,3.77724127357984,5.56910654384596,4.14376018482824,6.00742121978591,5.41365474127558,5.02131570753437,2.33916086467606,1.97070770029478,3.62145546030518,2.37519028619271,2.4055714610714,3.11359324247734,3.27114159303713,2.738521679555
"ENSG00000105287",2.75030944518615,2.69137871143681,2.16296758315488,4.96856567432622,4.52096030569107,3.95158453403616,4.53886680310453,4.4521778108001,3.65056166759315,3.49385584580352,4.02293327330826,4.99081285871679,2.75832550698781,3.44830381382483,4.45679599388611,4.35347544133757,5.38780946160985,5.0289561468784,3.21628013493441,2.20382244792133,3.04898412432543,2.91262287795474,3.27726650994311,2.04763182010693,3.25665860423925,2.20285300222277,1.54369955898473
"ENSG00000106113",4.04981020619539,2.48111916265943,3.44660748420644,0.569825541808414,1.17271589049167,3.17063386001791,1.81214620134131,3.14686164917881,2.70412854739614,1.62482244384475,2.12019027845519,1.49112004281814,2.60759403276766,3.82063960931368,1.87031780215449,3.6582726336321,2.08721575645345,0.728485315188534,3.01254366193052,4.31251846235534,3.51326407036994,3.61856746445083,3.64088284156943,3.10292715743199,3.63861862903037,3.51386677643001,3.98410906349869
"ENSG00000106624",3.82947220750028,5.72542438067497,5.03196318165315,8.17218328312736,7.49545502970187,6.52904406513604,7.80249037994413,7.01777975452463,6.41674270502096,5.37332314815842,6.62064844636398,6.87339579891858,5.93194860386692,6.70836057074742,8.32768603905296,7.21226340684272,7.22899264613536,6.84370938847039,7.40038760593012,3.87034802260354,5.00767182213466,5.3009899993889,6.73759240850688,4.95610937733079,4.63529575409421,3.94334545431046,4.74168839948815
"ENSG00000106991",3.39457703513831,1.960446370166,2.48619617949239,5.02081988987248,4.50072050009676,3.8384199108255,3.69129865561843,4.41583035380459,3.32547301990982,4.69266421062059,3.40767233258412,5.0269202261073,2.53167470210668,2.99606604218404,4.34734439963601,3.10104286006032,5.23526999903713,5.50969226881057,3.54944987185848,-0.364256910651948,2.58809464745488,2.94085468950359,2.45201738011483,1.08769395623559,2.47408890969477,2.42031391364924,1.46161533544137
"ENSG00000107593",0.514173170758305,1.07248640660547,-1.81602556017762,-0.76063430260437,0.845622257517538,-2.24892903191945,0.210598602938318,1.20129506933453,0.0311390311046795,-1.67899476073309,-1.37263553738125,-2.74644259271946,0.408251651842176,-0.546783344892498,-2.28095482577448,0.416876525994869,-1.3293668143017,-2.37786488497464,-1.62039567595359,0.819839256595494,0.587109289574102,1.13392771999488,0.51275784648882,1.07415890132555,0.28544636220087,2.22432335104532,0.378806240006011
"ENSG00000108018",4.0233395942098,3.50755405427308,3.98365681259161,2.0798321682547,-0.271403882884434,2.93171197689822,2.15902548786464,1.34304718777282,2.84331771784623,1.7531450247932,1.84564688461387,3.23574032709627,3.53546741509286,1.44241735353112,-2.28060910702284,1.25755506430328,1.67593850729845,1.4037590521666,2.56839817757175,3.24711635817758,3.9082056557121,4.07948523772788,3.22118728608422,3.35111523333305,4.27993491525246,3.88441729599545,3.92251769916252
"ENSG00000109072",0.0847514419933713,0.106232332478731,1.08018862939223,-2.13810366021376,-0.302303530629221,0.198489537680803,0.679245200128013,-0.281512414924409,0.274472210243066,-0.72395936022008,-1.26578884472651,-1.116393354959,0.257409938125667,0.204576179792893,-0.281590363963889,-0.0340541669370243,-0.387411664340915,-3.73797511613856,-1.00218953683369,0.511333183076619,0.925015199316496,0.401109957171501,1.44765195150833,0.793400373126437,1.61763306094325,0.655276955937523,0.193228414179145
"ENSG00000110900",3.09411257925125,3.67712657402401,2.6447705190004,4.61562314229621,3.94662091753277,3.84254967133752,4.12201335526351,3.99050715350171,2.49269745177973,4.08067352735274,3.87855678934484,3.9284751358787,3.33152082441549,3.13423129445676,4.43320083260139,3.4644040986952,4.21014776865392,3.87979787491527,4.70122978748162,2.737403065807,2.78764104578276,2.08918203961905,2.60354338404505,3.74781828768656,3.08823531471226,2.2116517724178,2.32253664728017
"ENSG00000111181",4.09889750077384,3.98229997736089,4.13941093801502,6.30355784097512,5.27634290700661,4.70273984048262,5.85893673931785,6.0437364023204,4.97502239475099,6.23030228340749,5.77756231054723,5.72779128851006,5.23279902555179,4.24054249718755,6.15320092786278,5.71657667380419,6.09407946037507,5.69512459391342,5.54875029585144,2.83678268963382,4.67956063862882,4.50810631557833,4.10890776915938,3.78034207765207,4.70163270884538,3.87925577529342,2.883582218125
"ENSG00000112139",4.39301504242099,5.10289927317539,4.96921433248779,5.88208188222803,5.61279549019957,4.91243493313788,6.33282294353404,5.21716447111015,5.06782975935896,5.33081285073054,5.60506942219906,4.88884782462648,5.43891639291706,3.99987838557383,5.6226111267993,5.05527452841807,5.36647786915029,5.96084024115379,5.56621267839081,4.43362667572927,4.52838747203285,3.98812638905808,4.48292648772631,4.71075005071762,4.10858267532523,4.02027747936827,3.41777712797435
"ENSG00000114279",5.74277255542904,5.45673617150972,5.51046128122511,4.16191247399419,3.27236266315833,4.91323689591125,4.14953787670762,4.54803701790964,4.91916327746864,4.0626974788419,4.13278167166829,4.65869251350598,4.98211182373794,5.42911119553372,3.96028882492535,5.08971761469463,3.5857299645589,3.41078507674503,3.96913060814821,6.12760590730873,5.80481113974025,5.65946661060503,5.50246736273402,5.30145870807796,5.48986563457602,5.80952964221265,6.50279024930012
"ENSG00000115414",6.04736446876346,6.72534251868987,5.90834345610554,7.05633641716307,6.19802460155912,7.16416710128392,6.3842048819755,8.2284813474231,6.45122983320808,7.35740121132125,7.18859743763265,7.59305176461539,7.09928129926652,6.61621839279242,7.48676536602539,7.31231817090651,8.49308445783737,8.4693924683124,8.51362424305863,5.57963663684711,5.93304562684867,5.67754648962024,6.70710542238496,6.64090064072072,6.05264197418812,5.18751609645501,6.02471193504549
"ENSG00000116016",6.60644949100693,6.72129551274343,6.24205495756011,8.80573673651763,7.21140507517784,7.24864984014247,7.13648178898819,8.19333932732157,7.30219518570097,8.47365753055728,7.99188373861856,8.34952617700971,7.38566434337528,6.60308521363846,8.17289874551768,7.2027968073436,9.38782208406258,9.05217550293976,8.20321530507922,6.37904040252438,5.80407884636581,7.07415398118673,6.99452329413584,6.89392497453364,6.74213188713671,6.71385863951965,5.8028834061591
"ENSG00000116783",1.38556641672899,1.23258905317868,2.33930250498955,-0.593264570772629,-0.0666476106068241,0.993315115406219,0.11708517007323,1.03277300814333,0.579869428371958,-0.775083860902197,-0.795826409510414,0.20957823432173,1.17259864011738,0.643952790105986,0.285648015486989,-0.429755465453856,-0.888101470565834,-1.7280905613522,0.344635743940968,2.38226117215554,0.799239479546062,2.03464024255441,0.763677326808724,2.31654706752611,2.28158345180069,2.4588477290913,2.00844048405219
