"","E_4920_OL_RNA_S1","E_5273_OL_RNA_S75","E_5618_OL_RNA_S62","E_5107_OL_RNA_S98","E_5333_OL_RNA_S25","E_5337_OL_RNA_S12","E_5419_OL_RNA_S14","E_5454_OL_RNA_S21","E_5537_OL_RNA_S76","E_5585_OL_RNA_S6","E_5020_OL_RNA_S79","E_4988_OL_RNA_S16","E_5113_OL_RNA_S23","E_4934_OL_RNA_S40","E_5047_OL_RNA_S43","E_5082_OL_RNA_S80","E_5184_OL_RNA_S46","E_5240_OL_RNA_S73","E_5000_OL_RNA_S58","C_5628_OL_RNA_S44","C_5114_OL_RNA_S69","C_4942_OL_RNA_S90","C_4954_OL_RNA_S28","C_5709_OL_RNA_S18","C_5070_OL_RNA_S60","C_4870_OL_RNA_S68","C_5248_OL_RNA_S82"
"ENSG00000117152",5.71149160967081,5.65652200526496,4.80871865094065,4.04704319200867,2.01202778869564,4.61735892023591,4.87530361511085,4.02046222571809,4.97431740766293,4.2946247683386,4.24322598493204,1.44337152732892,4.58878648471349,4.80220993131469,4.21227704714,4.96415598678386,4.69413798427641,3.35160444378437,3.64406760143212,6.00566911371083,4.88253000625976,6.43165445488693,5.48858846314567,4.77776931083289,4.93195490449268,5.77602710613964,7.21580784846954
"ENSG00000117600",4.1576887438965,4.38634431165564,3.1525860021463,2.90984032111779,2.38919574564004,-3.60630585214002,-2.33490417316258,-3.24194633701488,-3.60017027466399,2.07713011998279,1.39039891033563,1.31736488088959,3.59598348378232,-3.04257682875124,-2.28095482577448,-3.12418408452096,2.68146118799441,1.90009244840521,2.80221140868552,3.74474480663834,3.84214081461465,3.28406195800772,3.55215496584197,2.69657015431403,3.44005704935736,3.31890862743095,5.02797428259795
"ENSG00000121871",5.1757783939924,4.99377443254587,4.66430940229614,2.87993133138315,2.85794825984414,3.78927129731129,3.8738482629885,3.59837024379554,4.20925702201184,4.1404202594863,3.76587649765332,4.27442015138977,4.79795832997827,3.70545979673203,2.60729587964393,3.74333273685737,3.23665408196199,2.8637847045086,3.76415335683197,5.04074273952633,4.76845730853948,4.51613310214622,4.61013014663476,4.84355809948563,5.0770077520343,5.31323306364242,5.38932862229494
"ENSG00000121900",2.97490841468817,2.67831758333353,2.98267889106159,4.77650068364611,4.37635546519594,3.32345812098097,4.60953308661121,3.92173325374908,3.63454463535287,3.67811996262733,4.29108547048212,4.18684701351591,3.55448111596019,3.34874691054679,4.39001249877371,4.21682549222444,4.02939312714274,4.59222852542346,4.11188474356667,2.33427915470192,2.72626354531296,2.47115123308553,3.02336970650113,2.23256708018006,2.50729800576958,2.11760098048367,2.28152334102703
"ENSG00000122012",5.19567412084624,5.15103705112959,5.11763843768215,3.45182858717625,1.96392029726442,3.64404521288363,3.40356624638664,3.04983937208034,3.91574088002147,3.48441524972279,3.76694111915529,3.06157721088907,3.7470570901649,4.65403787029759,3.30490626470144,4.07213674462567,4.04628533483868,3.11040987568058,2.90963690097982,5.27493081706855,4.72564798463458,5.79392796851097,4.57623026794548,3.86883511164261,5.16521016074707,5.26520045962533,5.69185601310035
"ENSG00000122025",1.861953221812,2.28241535049732,2.35752081834878,-2.13810366021376,0.0465588342376188,-0.561115801138264,1.41044627125271,0.551789426720595,0.975276178963828,-1.51469091546734,0.436261591885627,0.495545360146631,0.748575516002199,0.625730100143366,-0.85267082330757,0.526304429005993,0.58868789235489,-0.405805613602646,1.53270567614431,3.65041700033475,2.18850481819488,2.27521499766373,1.88318517875404,2.71005511278601,2.39354353092935,3.58480261491353,1.80434298961442
"ENSG00000123243",4.77137192412235,4.96888544546928,4.39153258560283,6.11494788524139,4.68248501615069,5.28001752523167,5.11866358548739,6.74106670412559,4.94536233043608,5.65442691977872,5.67032954880476,5.31359239860359,4.84192113198722,3.8697253929347,5.98366195438271,4.31019382722062,7.28715404349275,6.64709902497872,6.06300751844516,3.63966097673717,4.01223779018105,4.30786404666804,4.15675534684408,4.57926000462924,4.42053858315043,4.22717225676866,4.22129977379692
"ENSG00000123607",6.23382483422826,6.1919051129518,5.86105385586613,2.71669127437146,4.83863069341442,4.55548290130103,3.97478418167881,5.17895763614201,4.81054567248954,4.97397635006204,4.52219328735495,4.73396379935561,5.55651719273745,4.62382385220528,2.92579238844173,4.50481310913164,4.32924145238531,4.95866533299981,4.8261736951894,5.99175295760655,6.06815007661754,5.70837782239055,5.60377596843812,5.83630601707588,5.71852033562921,5.83171677151133,6.35056043356916
"ENSG00000124019",0.366218364768982,0.970828291026289,0.733328128705816,0.543241959696438,0.0165954417844146,0.706184119909463,-0.588838243749437,1.58719854275551,-0.806752277431725,0.496678043137056,1.81351962032873,0.858654849962875,1.02568371415015,0.38565708326342,0.860785203216148,-0.2454345140337,2.179957004233,1.68099147908039,2.10921406955263,-0.835205011178692,0.423698697795838,-0.924349942285245,-0.0154518635348463,0.449676754264303,-0.767929207720732,-1.1574407012371,-1.68159459582562
"ENSG00000124067",4.27340105842375,4.16380955084814,4.45579229830694,6.2246611134736,5.35822996107444,5.40485035621476,5.70227653787,6.02267530360798,5.22139232926166,5.49624111617474,5.33899905209568,5.6550065995744,4.91007912092652,5.0457829912411,4.71278973751836,5.03908443537675,5.945600058584,6.43238660546564,5.85654781579413,3.93387108478533,4.06644915336229,4.64363643910493,4.33680089411825,4.73657683228178,4.54598988917004,4.34970690108422,3.67714648482636
"ENSG00000124785",5.4623913518947,5.07070203256201,4.49462487790779,3.65118148781741,2.99693653520442,4.05804078320084,3.39002462011108,4.09450816382961,4.22622467496774,3.634787441892,3.30054964133397,3.12985234537246,3.79972733640717,4.7969090143833,3.20253562205025,3.59269426597361,3.13773242874139,3.57874224957839,3.90514950280781,5.43674567515809,4.59167479465981,5.762149552258,4.2939078147676,4.22301531934817,4.9363379239645,5.65262728818569,6.03742144510069
"ENSG00000124942",8.09242080149002,8.25566179795917,8.7561489204387,11.138798741783,10.8695877580663,10.0401039055802,10.2794571923923,10.4539521842328,10.1677485294383,10.5642640274959,10.6909716717784,10.172485036322,9.01074005975354,9.41111308255519,11.0880507152034,10.4119252697455,10.3666683869287,10.6595033324495,10.9076082344113,9.14646639822272,8.23261995410906,8.8179971025893,9.64067399628983,9.60950437689782,8.89253684683496,8.72615666859272,8.31264731518094
"ENSG00000125285",3.21515125281346,2.53066450705939,2.87909770916541,5.2621334957413,4.24796584635712,3.47379938181053,5.14330773133777,3.64241507754106,3.74751488287488,4.11589803753891,4.19437141744932,4.61269820377556,3.38907523422465,2.84632522776512,4.13830367877197,3.06124694977752,5.77166927944123,5.10095554926878,4.4188832118347,3.13056908426718,2.90044618965989,2.36351345363746,2.53026950670654,3.65590729118942,2.08535359437158,2.51570470925192,2.62724354611187
"ENSG00000125675",6.07106829319019,6.17023304320198,5.74459664269984,3.69165257106915,4.2100791323929,5.36771784218023,4.84470992995935,4.95592036442489,5.19231677280387,4.28346945213777,4.79118855672301,3.97491812469181,5.34713211796984,3.5262304648621,4.17261078244622,4.95627494421436,3.44592430424979,3.02298598724916,4.66935729357239,5.6608500568846,5.68772399841602,5.87686795740788,5.35090266916067,5.23992252319567,5.79841580280376,6.28598165150905,6.33346146936717
"ENSG00000125848",4.34748818344011,4.51785282547595,4.54479810259885,1.84172272023094,1.66702440535851,1.73757043833093,2.47232853739848,2.59728847013772,3.72836332236968,2.96410551612122,2.87303998015844,3.63693682206851,4.02666187319221,2.5848877662988,1.20536513584312,2.66309106097235,1.79036606162668,2.05871039023553,3.01851346515955,4.34697395745638,4.55964776626795,3.85736982445668,4.35819781796086,3.36368387154682,3.62981584024254,4.20983534603462,5.45069593294117
"ENSG00000126458",0.844189473483047,1.28757666010623,1.40745258371306,3.10047555603467,2.34694276768897,2.14794910660055,2.60193025168498,2.57371290793124,1.48968486192838,2.00993125305159,2.25083772083563,2.77073956841354,2.0036798339041,1.03229072516807,1.97006361765454,1.32400624604804,3.40608771972676,2.95583043745852,3.56808312841632,0.72745019500765,0.578234935906261,0.778966800072416,1.24687941702033,1.67316869924908,1.05227726341227,0.573764920444219,0.914832335141707
"ENSG00000127472",1.72024209601205,1.75552942979651,2.40533459336268,3.06842246760469,1.65535960856582,2.60939655148992,3.01475372180255,2.61224146515107,1.99744209663258,2.79701390759083,1.96042176288636,2.7083068235886,1.29395288645584,1.86339359094902,2.14655874796104,0.795469239697797,3.6759405045053,2.154638137232,1.90329800959662,1.60118200448488,0.811613478545103,1.33781466499894,0.759982004598714,0.28659042267166,1.28543575780668,0.120332214959796,1.91506776370042
"ENSG00000128394",1.81503797549595,0.662357947189911,1.95636983303682,3.14415188282843,2.02881235757014,1.01421710192515,2.42477831781021,3.03331571562269,1.43632835255137,2.35571510653477,2.12006994584095,1.88588447236695,1.55349506276778,1.96336268554348,2.82067368774041,2.74128800063208,2.27157557860702,1.62941250378482,3.03175977151306,-0.0298510503407637,0.892859988472697,0.645634224980098,1.57010464650928,1.58046438142352,1.85854164472188,0.609036908365152,0.0630304890200269
"ENSG00000128564",4.55001700063111,3.28779037222807,0.785872922722504,2.89192742060394,2.61423975845434,1.59583532260582,1.40225715726547,3.25289482219205,2.03288107180552,-0.00836853547638932,1.22158205358318,1.28196181393325,0.894790270230005,3.6575212485057,0.155580218388803,2.64408278120167,1.93221813113156,0.417281648828476,0.985094805881329,4.51931894763153,2.93002742965293,5.7891674738683,2.35572394555451,1.68054222028489,3.23687495625356,4.24477124267341,5.46418917989536
"ENSG00000128567",5.92829507279715,5.97293059841045,5.86134505520584,7.7146779157406,7.03833511172383,6.52703073525659,7.62070039186501,7.80678736617775,6.78456657293275,6.76966767213656,7.11776290051816,7.33244481833668,6.65241765682704,6.12590254536095,7.15927658370787,7.23724124834313,8.54627936713606,8.37367263732829,8.01303234588827,5.6817252375314,6.08070610029094,6.37732297116505,6.51654702240333,5.55142190653966,6.25202898830684,5.29759098110817,5.29885627249941
"ENSG00000128917",2.69093035939687,2.68067663238959,3.13817405073752,4.7049175982038,4.22289045149261,3.81582040859805,4.25817939396777,5.08102290495787,4.0219538536775,4.34889414125573,4.42261958391521,4.83439714408885,4.15278351686919,3.59844120190692,4.72960861655194,4.76903580295855,6.58077515496987,5.57732270744885,5.53570969329559,2.03568943673848,3.71919446933586,2.59988968924673,4.20111391274001,2.31616874370134,3.22887791112901,2.50794736872489,2.36372851388498
"ENSG00000129467",1.83439886389704,1.33873739850382,2.04036395712847,4.25186975367743,2.54316070325178,1.9244561272292,2.34764251524397,2.90249107285341,1.12095525198568,1.99145120312875,1.93191391913065,2.01865783102174,2.05292267828867,1.61383821908901,3.22599170111237,2.16518615264402,3.78711761142276,3.63209856200051,2.52709450353326,0.997179906912414,0.874319444708879,0.918730674859905,0.216063124848982,-0.675343191750228,2.44144518941931,1.8315803224006,0.356081268591255
"ENSG00000129484",3.08846016689236,2.68108978026153,3.13679137835225,1.58603776046629,1.72585106934381,1.61981500978689,1.02769090045852,2.2762964515741,2.66250567380486,1.98033363490426,1.65167285637523,2.24652149378554,2.94073841732007,2.21345863281482,2.39529479939167,2.35277115311067,1.19559341811486,1.4833334749216,2.32331925189753,2.68160937232922,3.25970895772662,2.73695526729859,3.10910647047865,3.66747771204512,3.7530439664126,3.53307276548216,3.61476854992908
"ENSG00000130202",3.03053125496366,3.0039278781399,3.39099884267708,5.26984022551139,4.32291593766192,4.1166397076859,4.40966379863683,4.52328198854254,3.76011993853289,4.18362472386793,4.11981307337407,4.42845299275031,3.81521731399692,3.38576957173586,4.205742758244,4.26484315314249,5.63512644532785,5.40135440513701,5.0589139281873,2.54703706919071,2.71313347401619,3.31148355154427,3.83134142334271,3.22743265236959,3.35889380907653,3.04599670872984,2.73251059627451
"ENSG00000132256",1.45453992518608,1.59230041600427,1.73827455128011,3.114915928263,2.57776125023062,2.90756360772538,2.77056230575858,2.9812517707958,2.19175119405488,3.29014391903408,3.53593467291453,2.85387558904249,2.39025933659989,2.1481224716811,3.37497881373522,2.97864869890734,4.09852471967702,3.79274144497395,2.64606372353328,1.42481046784607,1.54678038425784,2.12864662454989,2.02139154710627,1.98933364528738,2.47798953435729,0.661949207179866,0.449531872538075
"ENSG00000132613",8.59674444070733,8.76932567763605,8.90910267519792,11.3820457051022,10.9666690129671,9.57283418436428,11.3319332134432,9.93801938099092,9.89549016434385,10.1939669176536,10.6586542150896,10.2148104441191,8.92277474977338,8.91963200389213,10.6690677356219,9.29175536841826,10.7096692518475,10.3693328322215,10.2799923589716,9.15779102576509,8.49242011833186,8.93718977643099,8.8062390204386,9.42667560641901,8.6026490029016,8.23558279105679,8.37864946518477
"ENSG00000132622",2.73399796387937,2.59342146925433,2.01770355417204,4.82953967845599,3.37234234948719,2.51928154380972,3.10254069736157,4.6138237977812,2.6189309894835,2.97152304288793,2.99045297795007,3.16484340805249,2.61237265667676,2.43357082068954,4.22286257943766,3.6569659236671,5.28863163772297,4.32128774044652,4.16710892761245,1.26605632550353,2.55657943811238,1.78005062951198,2.37241114443802,1.88123003352914,2.46131441887597,1.74255164702082,2.06823931721325
"ENSG00000132688",4.3044257180124,4.59977365852645,5.00593884852527,7.24244238430431,6.44726704709528,5.46164299203869,6.13100593255056,6.0982883666315,5.34338998354588,5.85291523155703,6.40740550629349,6.3300911374532,5.00477336908138,5.45980507274988,7.59496806570074,6.07221991804417,7.02924670268705,6.28916426055648,6.2383660340973,4.45367646284644,4.79100631512633,5.20953344383202,4.53744642219072,5.05630945474288,4.83837356446338,4.0085017964228,4.22165238066174
"ENSG00000132872",5.69473625053411,5.86193578506096,5.17797081912739,4.54030218945601,3.28000672667746,3.92264373071773,4.51059649185287,2.90356261179073,4.78639404533453,3.66306509225731,3.58226849320711,4.10754434209822,4.88405172032757,5.40041766401433,4.19713263499498,4.60953839259283,3.54273501018775,3.24738674844282,3.33704313971181,5.21038893922842,5.36006454063579,5.10964323417682,5.31840229962576,5.01158114636799,5.10147086229295,5.36464428881401,6.76982741689878
"ENSG00000133169",5.70306675061237,5.64820074566346,4.91346094622965,4.04043252392546,3.64051139970865,4.1158815447862,3.99547426434797,3.3706978899957,4.45280022394985,3.28794658254974,3.44648890979356,3.90814497737035,4.53871271067531,5.16161941112281,3.48514626101377,4.29725085114815,3.3648584120677,3.48347570402976,3.75900327045591,5.4049564360394,5.05106021664209,5.45377820012367,4.89258831521254,4.61313578496634,5.02821228742799,6.06791036384626,6.60106467890015
"ENSG00000135111",2.72807601806546,2.39455299688332,2.38811205479129,5.03357405123768,3.70772100266963,2.85300474070681,3.30902908207532,3.91380748649903,3.33717431731991,4.19140881612568,3.94702308019413,5.02037037850327,3.95569405027834,2.56084955218034,3.36583129227327,3.45294890184199,5.7842878488071,5.5170195001579,5.24095980461704,1.10590565209265,2.40459591313244,2.43376519121961,2.52781008509655,2.61670853590874,2.48109255212826,1.92955319039648,1.56662193941688
"ENSG00000135414",4.87442310074333,4.81549168968527,4.67830075322236,7.61841214206782,6.63094812006139,5.59214566306499,7.34443992409937,5.38449928309459,5.43874749114359,6.05234283256076,6.33446011744856,6.12916693280331,5.33267396837479,3.59984358739126,6.10514744828002,4.60179603347374,7.28822257990209,6.63451351165183,5.76427373360683,4.27531630877648,4.75692453344585,4.67640403627089,4.14374627898214,5.20031168168698,4.28135091874793,3.46103764489691,4.32618471506154
"ENSG00000135541",6.99951342455507,7.09711499710789,7.05596302463109,4.61260559633043,5.65674501025516,6.87413115094313,6.29338608300742,7.39055966877906,5.87891700399736,5.73205887513179,5.04709388599279,5.69029269412975,6.06896903940625,5.15942557332274,4.55716436254708,5.02843139948503,4.79206404979353,4.94280644605457,5.57483015896243,7.36259273036289,6.77674623199996,7.2134772437753,6.08135909167256,7.61320264462135,7.11043444521979,6.98408015924944,7.0421000969989
"ENSG00000135736",0.653573263099695,0.498221333012655,1.13064771506659,4.01630761684934,2.87860827169362,1.83702283792386,3.21738567356947,1.48113941057971,1.75112160687567,1.46968966863179,3.06384146563408,3.03815475005947,0.905929626273559,2.28445712600052,3.78179101102287,3.34118292257222,3.77114608062722,3.40989881991396,2.65841726177609,0.28624867311512,0.255998448937348,-0.691263865869912,2.09385581146583,0.384614776326681,-0.0501698001005465,-1.19658106736764,0.36709659005174
"ENSG00000136531",7.49861028531379,7.35686129443684,7.20944397106769,4.85787751382804,4.87441738496916,6.47841622480535,6.48130129228047,6.55415063088592,6.09943671465744,5.93933251851572,5.53767585671343,6.03159971163006,6.43665251732352,6.07311416337482,5.50150584438191,6.19682453039918,4.98598553882867,4.79739949634671,5.3296558567994,6.93732322293333,6.99069579590017,7.1999559626498,6.7532182128646,6.88404281612152,6.87913406482529,7.5319149616204,7.89367398827777
"ENSG00000136826",3.25344487877203,2.9652966566506,2.69351480656145,4.28172317903269,3.34838091155396,3.66645335385359,4.14205870952143,2.74231901376569,3.05560501826973,3.9008971846704,3.60298107724378,4.06840392060149,2.80685710897668,2.15444524207737,3.07079493213823,3.44357626619431,4.48315588313847,4.00871401467209,5.0293291945512,1.39412865112062,2.31086623403518,2.68981661465864,2.22425530718071,2.74317940773125,3.82814514266891,1.53828761367217,1.50536490715524
"ENSG00000136830",4.26067351797317,4.22321626317054,5.11290637139797,6.90447484983371,6.62411794349825,5.88596929378901,6.08324954816462,6.02496402198749,5.24731751098447,6.30249094742904,6.08906444902669,5.86987644429343,5.14632599005683,5.46618728552955,6.51743547439821,6.07057641388363,6.82311579528351,6.55925157846811,6.67547232490418,4.57197220063764,4.85650425291125,4.81677837556442,5.18646442869243,5.20770460465136,5.19625640002391,4.1412016530651,4.11167792693434
"ENSG00000137273",0.807879258592534,1.39472330590974,0.187098905711254,3.49117145854095,1.88629521791512,1.01974528028862,1.15596640519821,2.75169135484372,2.11147242530927,2.28717212598572,3.39760569226695,2.65022152371938,1.26361326205519,1.95906352270155,2.13453889585093,2.91685137127045,3.9504223335734,3.18981318023068,2.2574595579631,-0.396858031538634,0.715983039854982,0.279795182590626,0.627218252819418,1.06552171002466,0.175208256183332,-0.123701671861659,-0.212295019943517
"ENSG00000137313",-4.47627061440472,-4.36127332291831,-4.3356966050407,-2.13810366021376,-3.54326320254549,1.10893846442582,1.75669879093765,2.0725891542388,-4.06201152834895,-3.74625566012521,-3.87314791453946,-4.11097684237353,1.24007159654371,-0.241815584592951,1.63202556083769,2.43999756299767,4.08490481037123,3.72259470591969,0.652482329408307,2.63433297934056,0.931376181025723,1.48114942557693,2.51344469655769,2.56010418388369,1.65355195602577,2.7260588544884,-0.793163965573443
"ENSG00000137501",5.66152168636305,5.58914165390617,5.2741644349347,3.29735316889649,4.49630032982354,4.4678039456711,4.03401928140711,5.32323673997857,4.43232778203547,4.18706826141196,4.49621849505779,3.99617543417376,4.91723930602308,5.08042213350316,4.36800991848849,4.63645962630941,3.7137832701383,3.70577621657393,4.15904484336902,5.71323323020831,5.47988193112654,5.56088977939654,5.38269811416803,5.40924235102941,5.44823027587332,5.8020075883678,5.86728862831875
"ENSG00000137834",2.53730718092278,3.08038593205142,3.61112215004681,6.43511958154815,4.62381904574538,4.59874007138999,4.04889580086022,5.44256031939867,4.97422592355688,5.4383034102634,5.23286061567592,5.35278702145073,4.60692378791226,3.35151024415395,6.05160306929305,5.77456071306618,5.9122746846598,6.09008382784877,5.35650349151831,1.78578934039954,2.96964978100405,4.008361320759,4.1308057974328,3.55379741462619,3.15888121408597,2.6819010711033,2.14783657330892
"ENSG00000137968",4.41710677893608,4.29678158721954,4.28187745714298,1.80248598391286,1.60069257484279,2.62390306497859,1.86675691988821,2.85856426848062,2.57690895271876,2.34360312190095,2.646239111927,2.93265379886194,3.44006162579189,1.86270204801355,1.59062690651662,2.10230162793469,1.44713850015231,2.53624131175159,2.43246920843852,3.84110834468523,4.04299589736514,3.61694872598191,3.70867575396191,3.07803535944438,3.95744479956306,3.92210352610017,4.67386534663559
"ENSG00000138071",4.37774444904437,4.84239008999807,4.01811317603589,2.22535201267923,2.4137267593267,2.94319570215495,3.06615426636927,3.55181931711157,3.66557122622356,3.02962449898785,3.97188581463691,2.88832519623591,3.19819595258046,4.64248004696412,4.1088977006004,3.64807798852096,1.47529721370136,3.37906364672234,2.95992130260423,4.70890013665945,4.44475194656563,4.28171494899966,3.9081964406327,4.04429640444687,4.29335476872484,4.74251601161509,5.00808498367873
"ENSG00000138378",4.24902011170406,4.01022902633086,3.5721117885296,1.59371997936257,1.22222525160007,3.43688378351015,2.36717157011233,2.49755475152389,2.43555754053503,2.07835729058882,2.39621775284698,2.6294310193857,3.34965326409283,3.08540646413592,-0.586658732481784,1.64172823507302,1.87585826862342,2.02752959777322,2.82866219678831,3.57022267201003,3.9252053341991,4.09708729978014,3.91204009795573,3.75344946877945,3.8014768685617,4.26635747461301,4.48130548148909
"ENSG00000138400",2.23296354034658,2.4245092569326,2.44479892744971,0.571686573356791,-0.745039594399517,1.1638493215547,-0.741276452543681,1.22879373057925,0.755859482569588,1.14404947162329,-0.316335215325108,-0.632118077116605,0.977711822226534,0.245110690317507,-2.28095482577448,0.466272318597468,-1.07548774352479,-1.36396076787484,0.99906727216666,1.96749217335771,1.96601743152922,1.70551538311119,2.15662879648173,0.978393903442626,1.97002788610765,2.49589170639852,2.31818001851188
"ENSG00000138795",3.33107507648889,3.84438985354735,2.93049344095514,4.0648244699441,3.56965483677298,2.72041820358144,2.94046594085525,4.70189357963737,3.29079013821714,4.01169999916885,3.56773523491167,4.5657227551437,3.64687185035563,1.07490912618973,2.45391024969136,3.42140557185674,5.574680249343,4.99923480567896,5.51581342827561,0.633304578662979,2.41225071452573,0.835723011348596,2.98302345146182,2.631905401613,3.11063537566355,1.68381911599386,2.56426663632405
"ENSG00000139190",2.84177382457647,2.47334725042554,1.23554664341397,1.01899219135682,0.381453907881812,2.61626984717942,1.27534760511263,2.30489513152355,2.83750770380128,0.0104194008745922,2.05728687768945,0.708320253829859,1.88884384117364,4.70522984476268,2.49271065179187,4.19117771086318,1.49683655546611,0.901150343894154,-1.28251998250977,4.57427221492825,3.02605962750932,3.46909702901597,2.81482205422386,2.84152114150425,3.84700293578251,2.77721521584601,4.42512144727444
"ENSG00000139211",-0.268271458840219,0.4656769516914,-0.518987537989122,1.9064633647569,-0.888821467121056,-0.0446597950233443,0.691182159808718,0.495177063312974,0.235795676057382,-0.205470822748124,0.750976388136036,1.78522716973418,-0.0218120314066406,-3.04257682875124,0.272182320308913,-0.793779508486281,1.46092764604304,1.58229173135014,1.34279090618196,0.0702146968095484,0.189747860061078,-3.36747882913641,-4.46862069115579,0.278435262586068,-0.0072441209897234,-4.48687042386503,-4.63416767093062
"ENSG00000140015",5.85451055160739,5.62627322353038,5.5497782682248,2.39040467016678,3.47290212304827,4.79774134952958,4.45074143646795,4.00512968392414,4.45035627852563,3.24978045355671,3.31715118786175,4.00776738371281,4.68578939433774,4.36792816324658,1.65316453098762,4.15453011751848,3.2834062652904,3.33805313578995,3.96862715553381,5.43786026123049,6.07303517047477,4.86812816438419,5.21957819620809,4.62229246283859,5.19057621126571,5.15741478977456,6.42087827633994
"ENSG00000140798",2.05871713260845,0.849083449330442,0.242345074743592,-2.13810366021376,-3.54326320254549,-2.2151883592293,-2.33491782864933,-0.443908488503526,0.200105176172778,-1.16973627995798,-1.7926286929508,-1.69198434961165,1.1790815577882,-1.60515727968944,-0.272932865665576,-1.79508704401649,-3.41220455237541,-0.825659261301436,0.547592560405955,0.195674698128137,0.568260204312903,1.78984552921089,-0.544729099725379,1.2939429584825,1.54646977594116,1.73722195911753,1.46007159401876
"ENSG00000141639",5.86847974437281,5.589638625976,6.4266084799421,8.5227465660468,7.64159128991643,7.39214933265125,8.41093986748155,7.12689812595669,7.31994208816556,7.69939407166054,7.93367634209042,7.47985293976367,6.36348048853488,7.09803047549717,8.00654063616102,7.06010168804325,8.36289968391785,7.9914958993714,7.79512715383551,6.49184488309858,6.15461784616198,6.4129262962222,6.41483343994666,6.58065935526774,6.0541525360681,5.73828223859998,5.56143831729653
"ENSG00000142173",3.42613798533126,3.51912113678198,3.90207162210169,6.44585104860495,5.21331707876094,5.61877039351246,4.98898065349818,6.45472642505113,5.02326135488585,4.15977098030061,4.68064679177967,5.05420448911873,4.21186153394098,5.42928116957834,5.75115885232818,5.22671719734379,4.9543446232848,5.58996509874762,5.78674937350102,4.2852919248463,3.65513348575046,4.42358292346714,3.90003210935431,4.11341326796372,3.80477619919285,3.16773825199209,3.58890492160598
"ENSG00000143473",6.16788878391947,6.37611728776918,5.97432885041943,4.39207819602021,3.70280856497697,5.46175774809442,5.32483377901248,5.40912829927215,5.50327873964561,4.84086807032793,5.2510015570947,4.40234878739768,5.39421493762827,6.35197492676517,5.2273405975762,6.32810851368946,3.88031733220886,4.49491720882671,4.48982832691144,6.26365856495306,6.12685114214174,6.60937010817729,6.17702182092805,5.99016136786126,5.77755669729452,6.30389809895059,6.685967818211
"ENSG00000143858",6.61557984929179,6.64154278217404,6.97441859030712,5.49697987798398,3.21049823454415,6.03472425589869,6.11894932560767,5.04817240986487,6.41783830957061,5.09968807923337,4.93337038751036,5.40214730734979,5.6928986480545,7.12249968246624,4.70753651641909,6.20574094753598,5.17034491558736,4.63623877909149,4.80065870936427,7.30760748036166,6.8245082872316,7.25454260599459,6.53373935586656,5.58143443007463,6.93208291414657,7.18991975368873,8.07293920138112
"ENSG00000144290",6.98961890332309,6.91467798858385,6.88082082092637,5.52069063653147,4.2468047394001,6.0798348636803,5.70955184580279,5.92861358982228,6.04762089924388,5.52713231230197,5.48602702822627,5.58869651976668,6.40466067581554,5.88699333035489,4.93515661718694,5.49371105545085,4.09175439017868,4.69308952016064,5.61651756179334,6.62224194842772,6.85642014147024,6.78285511225781,6.45079178433576,6.57974834703451,6.95507924067137,6.76084320872188,7.25396871723257
"ENSG00000144834",5.64727493752828,5.65293143179628,4.99475377417789,3.66663303214718,3.35757839322223,3.7349168732554,3.78231720281045,3.34130339515325,4.54083376157231,3.41518094575212,3.74101835418225,4.18189183704417,4.69388134618965,4.87039175556222,3.28340737705263,4.52911070422616,4.19152525749088,3.66182586751519,3.8706000739574,5.34070221306607,5.42341397851556,5.39276744932792,5.05139131941128,4.42235702481169,4.83433039427813,5.75022042500919,6.79530714017428
"ENSG00000145087",6.53376234098735,6.06679618502606,5.90040697145926,4.03407184988922,2.54376704648651,5.24777794699891,5.17000432616343,4.5562344871746,4.85284780382964,4.90239203219862,4.36348621544949,4.27769843699878,5.65740602942343,5.32909343276713,3.18365719998839,4.18340705912341,3.2128998763083,3.99667439322043,4.57643557061674,6.11629649953362,6.18277156949387,6.14045466667319,5.71760448511251,5.74410232021031,5.87982717461528,5.96313094034411,6.05275417363492
"ENSG00000145526",5.37826667958905,5.35249160529642,5.36028684809433,3.06997737958193,1.79432287710633,4.5898765211167,4.04075077126081,4.13991897758601,4.2950513975347,3.58300056588447,3.37523708646217,3.5289298154259,4.35353465023116,4.5071924376654,1.97615777736559,4.04335647341994,2.36333992944777,3.02610982678266,3.7898298079762,4.79888086285506,5.24871778846593,5.31742653440833,4.84648301708456,4.89883604572246,5.31052379235177,5.09753295535486,5.76015071389668
"ENSG00000145882",4.03806206934322,3.77361833635305,2.99182582976943,1.59343127830566,2.09254279066928,3.85075570408216,-0.536893227513479,3.68079073325949,3.22883409231023,1.54205207389862,2.16199242827046,1.65883065376377,2.45853416504514,3.56275850877699,2.84027796237287,2.69320908214937,1.23771488698015,0.680621599436998,2.25036083779574,3.21397526598484,3.0868020124115,4.21790190069456,3.50598826798992,3.72499663426095,3.97435273964603,3.71848533505312,4.76848745157801
