	0
ENSG00000000003	37.8756268224201
ENSG00000000419	5.69622257542167
ENSG00000000457	44.7154826734534
ENSG00000000460	26.5267173415343
ENSG00000000938	80.2875767472184
ENSG00000000971	110.249080547065
2519_AT1	49.4952851454235
2729_AT1	187.513482901549
ENSG00000001167	60.0809333683748
ENSG00000001460	70.1752652690709
ENSG00000001461	648.094873574843
ENSG00000001497	182.506263548814
ENSG00000001561	198.030814086706
ENSG00000001617	144.980063284214
1080_AT1	16.3223300659544
ENSG00000001629	761.436931864519
1595_AT1	173.139869362637
ENSG00000001631	184.082546827789
ENSG00000002016	164.489741367963
ENSG00000002330	37.6303164117892
51056_AT1	110.907546170694
ENSG00000002586	108.458121278775
9957_AT1	65.5064367547165
ENSG00000002746	683.604534543267
ENSG00000002822	191.339639192987
ENSG00000002834	834.271687961896
ENSG00000002919	31.4402111988128
ENSG00000002933	38.57544265065
ENSG00000003056	148.141734311279
ENSG00000003096	18.2250031071936
ENSG00000003137	46.6625037974595
ENSG00000003147	100.118185549939
ENSG00000003249	283.981835839835
ENSG00000003393	192.430144714547
ENSG00000003400	58.687149607105
ENSG00000003402	1171.55181688702
ENSG00000003436	238.140192584454
ENSG00000003509	49.5606020139829
ENSG00000003756	602.937348249915
9108_AT1	125.136675418171
6542_AT1	109.013326276621
ENSG00000004059	173.250309421362
ENSG00000004139	301.211789770369
ENSG00000004142	286.222180169574
ENSG00000004399	192.393214479769
204_AT2	279.77477653415
952_AT1	23.3238839516182
ENSG00000004478	554.238142907511
ENSG00000004487	113.082109959433
ENSG00000004534	726.791391481192
ENSG00000004660	642.756350047429
ENSG00000004700	60.5864090973173
ENSG00000004766	122.258827181484
ENSG00000004776	44.1344758606474
ENSG00000004777	356.727551056501
4706_AT1	54.0372895108236
ENSG00000004799	276.613607790757
ENSG00000004809	4.82252778877377
ENSG00000004838	10.2068105695243
ENSG00000004848	46.8407730529816
10165_AT1	22.2573869552374
ENSG00000004866	58.7192440780394
ENSG00000004897	224.625369888139
6521_AT1	2.53525985516924
ENSG00000004961	21.4668787868496
ENSG00000004975	196.547238896324
ENSG00000005007	317.766151819964
ENSG00000005020	45.1221018295271
292_AT1	157.857370105429
ENSG00000005059	8.28951024795847
ENSG00000005075	67.0979022427812
ENSG00000005100	116.318698817797
ENSG00000005108	206.292727990933
ENSG00000005156	203.075551014086
ENSG00000005175	85.5964040984336
6296_AT1	9.95493872169481
ENSG00000005189	10.0627067784891
ENSG00000005194	83.6715091534239
ENSG00000005206	377.605270556931
ENSG00000005238	147.753901882398
ENSG00000005243	21.271467378595
ENSG00000005249	78.7328701462535
ENSG00000005302	110.638588774984
ENSG00000005339	1574.98767492802
ENSG00000005379	1617.21426825351
4353_AT1	1.05814142155649
ENSG00000005436	90.376395019709
ENSG00000005448	19.1209475642248
54677_AT1	10.5918124772617
5244_AT1	7.96587232279564
55904_AT1	801.085581124247
ENSG00000005486	384.646417280982
ENSG00000005513	553.907003541266
ENSG00000005700	106.406941391917
ENSG00000005801	124.214391926105
ENSG00000005810	1592.12327957387
ENSG00000005812	273.021863872019
ENSG00000005844	25.3341029429709
ENSG00000005882	303.492156796398
ENSG00000005884	232.79469672938
ENSG00000005889	294.663315309613
ENSG00000005893	775.940491516429
ENSG00000005961	51.5089109585876
ENSG00000005981	19.6255726729089
ENSG00000006007	257.016540715119
ENSG00000006015	140.501129326124
ENSG00000006016	63.1387955757637
ENSG00000006025	167.812367074405
ENSG00000006042	225.815024598817
ENSG00000006062	103.208317558775
6833_AT1	366.167361961569
ENSG00000006118	796.188185347236
ENSG00000006125	968.097636308159
ENSG00000006128	2.6614977647152
ENSG00000006194	171.430499529464
ENSG00000006210	466.184329752215
ENSG00000006282	277.833928879968
ENSG00000006283	429.082070086803
ENSG00000006327	7.45824453846584
ENSG00000006377	7.274085001331
ENSG00000006432	171.762853341645
ENSG00000006451	117.253782830259
ENSG00000006453	13.9714173949362
ENSG00000006459	198.284558437791
ENSG00000006468	109.969719885132
55750_AT1	108.148311607556
221_AT1	42.0308448962173
ENSG00000006555	7.99032847850815
ENSG00000006576	94.310682968373
ENSG00000006607	305.005175251919
ENSG00000006611	21.9342726755497
79017_AT1	22.5307358979744
ENSG00000006634	18.5788003105141
ENSG00000006638	5.1414323054112
ENSG00000006652	200.487693643321
ENSG00000006695	80.8536793388612
ENSG00000006704	184.369583003124
ENSG00000006712	151.499056070994
ENSG00000006715	352.233641779136
ENSG00000006740	364.04958998544
ENSG00000006744	168.557355383722
ENSG00000006747	43.9026990793597
ENSG00000006756	74.7693636277433
8228_AT1	50.4648037667255
ENSG00000006831	278.855367691838
ENSG00000006837	57.764518970461
151531_AT1	15.8252996422541
ENSG00000007047	410.112414154313
ENSG00000007062	32.3731023357786
ENSG00000007080	114.9929692107
5048_AT1	868.576142073221
4843_AT1	18.9960191509706
ENSG00000007174	93.9838391613146
ENSG00000007202	1248.1988299956
ENSG00000007237	2094.05190223235
ENSG00000007255	17.7140535606866
ENSG00000007264	265.721417444627
ENSG00000007314	3.44291632608625
ENSG00000007341	87.0521518302986
ENSG00000007372	179.715271736115
ENSG00000007376	111.087293353993
ENSG00000007384	83.1270997862983
ENSG00000007392	295.971471064378
ENSG00000007402	121.023637265822
ENSG00000007516	283.848839855456
ENSG00000007520	132.062527572431
9091_AT1	306.815052331599
ENSG00000007545	385.682105704138
ENSG00000007908	2.77825579853253
ENSG00000007923	277.331931523073
ENSG00000007933	10.2608147683638
ENSG00000007944	93.7903304932245
ENSG00000008018	137.103465091803
ENSG00000008056	659.124176558073
ENSG00000008083	354.153901014684
ENSG00000008086	514.291185950382
ENSG00000008118	48.7275896578224
ENSG00000008128	185.922000777572
65220_AT1	291.140742831314
ENSG00000008226	29.7795304502288
ENSG00000008256	444.869221105105
ENSG00000008277	514.309478891301
ENSG00000008282	11.1371004060927
ENSG00000008283	137.767378147196
ENSG00000008294	1613.75906203847
ENSG00000008300	820.862788479158
10157_AT1	200.487484405582
ENSG00000008324	2.43662025301032
ENSG00000008382	45.7856554476506
ENSG00000008394	105.187166779293
ENSG00000008405	86.7107438391654
ENSG00000008441	2195.61667479886
6482_AT1	339.340701463199
ENSG00000008516	8.47810015648386
ENSG00000008517	15.3810457874426
ENSG00000008710	5796.85641225268
ENSG00000008735	1425.65254147932
ENSG00000008838	363.521639708077
ENSG00000008853	363.368945100117
ENSG00000008869	163.293879254045
ENSG00000008952	617.747483089822
ENSG00000008988	132.272048578929
ENSG00000009307	1210.20085451912
ENSG00000009335	361.772415274567
ENSG00000009413	607.467525686348
ENSG00000009694	120.097767437138
ENSG00000009709	7.74141141660533
ENSG00000009724	5.17167483415109
ENSG00000009780	15.6065379753868
ENSG00000009790	17.8529884773422
ENSG00000009830	154.81645462562
ENSG00000009844	84.463373480963
ENSG00000009950	216.11110096063
ENSG00000009954	749.360289785246
ENSG00000010017	250.953585868226
ENSG00000010072	29.8572024500896
ENSG00000010165	101.166709124263
ENSG00000010219	36.2495146449266
ENSG00000010244	287.037525855367
7384_AT1	283.548320291701
ENSG00000010270	78.1499543066708
ENSG00000010278	124.709493115117
ENSG00000010282	241.818371679836
ENSG00000010292	165.757047987445
ENSG00000010295	207.488473545478
ENSG00000010310	20.6017854746302
ENSG00000010318	29.3976109334885
ENSG00000010319	60.3331616932359
ENSG00000010322	1887.28216052354
ENSG00000010327	466.024105406452
ENSG00000010361	112.968187341883
6540_AT1	93.9698790710528
3423_AT1	3478.54352916447
ENSG00000010539	44.531064232099
ENSG00000010610	51.4233329126662
ENSG00000010626	56.5478206621928
ENSG00000010671	3.06304641251203
ENSG00000010803	217.917993258152
ENSG00000010810	772.863975841336
ENSG00000010818	1345.20947778186
ENSG00000011007	219.908263471663
ENSG00000011009	103.837437827154
ENSG00000011021	480.065308696522
ENSG00000011028	73.7947683301928
ENSG00000011052	15.3992751838482
6534_AT1	133.515003937138
ENSG00000011105	249.666032371296
ENSG00000011114	79.3285466829573
ENSG00000011132	143.665878864466
ENSG00000011143	37.0251729724168
51099_AT1	104.389546256251
ENSG00000011201	89.7458713493673
ENSG00000011243	451.669200541455
ENSG00000011258	143.427948366464
ENSG00000011260	87.832120907607
ENSG00000011275	494.395157435942
ENSG00000011295	256.794973955904
ENSG00000011304	385.922943366934
ENSG00000011332	160.179027107214
ENSG00000011347	1235.12704455809
ENSG00000011376	193.613338442253
5286_AT1	502.261704826235
ENSG00000011422	50.1507371871241
ENSG00000011426	404.251512893946
ENSG00000011451	453.571620259651
ENSG00000011454	607.609945802907
ENSG00000011465	110.567757413079
ENSG00000011478	28.7758945362365
ENSG00000011485	289.608247432237
ENSG00000011523	282.901276203261
ENSG00000011566	223.571489955929
ENSG00000011600	15.5393092365051
ENSG00000011638	8.52306144239989
ENSG00000011677	25.2060782441223
ENSG00000012048	94.9993352923113
ENSG00000012061	203.28719783067
ENSG00000012124	331.907139775523
ENSG00000012171	704.350300155474
ENSG00000012174	64.1496460782206
ENSG00000012211	25.9456781225806
ENSG00000012223	9.84441035546948
2137_AT1	688.401698043663
60481_AT1	282.57121375387
240_AT1	8.28911611052897
ENSG00000012817	14.5747591106474
ENSG00000012822	697.319455303398
ENSG00000012963	132.574789995917
ENSG00000012983	64.9517272304331
ENSG00000013016	432.555599297523
ENSG00000013275	64.6864960370371
ENSG00000013288	458.494295269457
ENSG00000013293	190.705556797685
ENSG00000013297	97.6892178946608
ENSG00000013306	239.095301305663
ENSG00000013364	280.490600613531
ENSG00000013374	70.0612994671865
5238_AT1	107.495676426572
112611_AT1	36.1298377488688
ENSG00000013441	641.370438848962
ENSG00000013503	35.3379502944647
ENSG00000013523	25.7172903228035
ENSG00000013561	153.612005142918
ENSG00000013563	58.6129789262004
ENSG00000013573	197.592281494975
ENSG00000013583	47.9483656464469
ENSG00000013619	15.8235474378112
ENSG00000013725	22.3819182164967
ENSG00000013810	88.5568397230262
ENSG00000014123	88.5611291397072
ENSG00000014138	42.2630582305291
ENSG00000014164	149.685434794883
ENSG00000014216	234.93819193317
ENSG00000014257	4.74062898821023
4190_AT1	185.644744203548
ENSG00000014824	199.284633827727
ENSG00000014914	65.0653109566948
ENSG00000014919	65.679106320214
ENSG00000015133	98.5197311155449
ENSG00000015153	204.074107646058
